ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Concept_in_Source,Borrowing
TommoSo-323_tree-1,8934,TommoSo,323_tree,"tìmɛ́, ùrìyó",tìmɛ́,t ¹/i m ⁵/ɛ,,Hantgan2022,2096,,,,,7196
DogulDom-323_tree-1,8935,DogulDom,323_tree,"kíŋnɔ̀, kíŋúnɔ̀",kíŋnɔ̀,k ⁵/i ŋ n ¹/ɔ,,Hantgan2022,2100,,,,,0
TebulUre-323_tree-1,8936,TebulUre,323_tree,tìmǎ:,tìmǎ:,t ¹/i m ¹⁵/aː,,Hantgan2022,2096,,,,,7196
YandaDom-323_tree-1,8937,YandaDom,323_tree,"tìmè, tìmɛ̀ (archaic)",tìmè,t ¹/i m ¹/e,,Hantgan2022,2096,,,,,7196
BonduSo-323_tree-1,8938,BonduSo,323_tree,tìmɔ̂:,tìmɔ̂:,t ¹/i m ⁵¹/ɔː,,Hantgan2022,2096,,,,,7196
Ampari-323_tree-1,8939,Ampari,323_tree,tìŋgɔ́ (tìŋgɔ́ gè),tìŋgɔ́,t ¹/i ⁿɡ ⁵/ɔ,,Hantgan2022,2095,,,,,7194
Bunoge-323_tree-1,8940,Bunoge,323_tree,tílíŋgè,tílíŋgè,t ⁵/i l ⁵/i + ⁿɡ ¹/e,,Hantgan2022,2098,,,,,7194
DonnoSo-323_tree-1,8941,DonnoSo,323_tree,tìmmɛ́,tìmmɛ́,t ¹/i m m ⁵/ɛ,,Hantgan2022,2101,,,,,7196
Jamsay-323_tree-1,8942,Jamsay,323_tree,tìwⁿé,tìwⁿé,t ¹/i ∼/w̃ ⁵/e,,Hantgan2022,2096,,,,,7196
TiranigeDiga-323_tree-1,8943,TiranigeDiga,323_tree,tílŋgɔ́,tílŋgɔ́,t ⁵/i l + ⁿɡ ⁵/ɔ,,Hantgan2022,2098,,,,,0
Mombo-323_tree-1,8944,Mombo,323_tree,tíníŋgɔ̀,tíníŋgɔ̀,t ⁵/i n ⁵/i + ⁿɡ ¹/ɔ,,Hantgan2022,2098,,,,,0
Penange-323_tree-1,8945,Penange,323_tree,tìndìgɔ̀,tìndìgɔ̀,t ¹/i ⁿd ¹/i + ɡ ¹/ɔ,,Hantgan2022,2098,,,,,0
Nanga-323_tree-1,8946,Nanga,323_tree,tùmá,tùmá,t ¹/u m ⁵/a,,Hantgan2022,2096,,,,,7196
Bambara-323_tree-1,8947,Bambara,323_tree,jírí,jírí,dʒ ⁵/i r ⁵/i,,Hantgan2022,3471,,,,,7196
Bambara-324_trough-1,8949,Bambara,324_trough,jímíⁿmínɛ́ⁿ,jímíⁿmínɛ́ⁿ,dʒ ⁵/i m ⁵/ĩ + m ⁵/i n ⁵/ɛ̃,,Hantgan2022,3472,,,,,0
ToroTegu-324_trough-1,8950,ToroTegu,324_trough,párá,párá,p ⁵/a r ⁵/a,,Hantgan2022,2108,,,,,0
BenTey-324_trough-1,8951,BenTey,324_trough,kóró,kóró,k ⁵/o r ⁵/o,,Hantgan2022,2103,,,,,0
BankanTey-324_trough-1,8952,BankanTey,324_trough,góndó,góndó,ɡ ⁵/o ⁿd ⁵/o,,Hantgan2022,2102,,,,,92
DogulDom-324_trough-1,8953,DogulDom,324_trough,kórò,kórò,k ⁵/o r ¹/o,,Hantgan2022,2103,,,,,0
BonduSo-324_trough-1,8954,BonduSo,324_trough,góndú,góndú,ɡ ⁵/o ⁿd ⁵/u,,Hantgan2022,2102,,,,,92
Bunoge-324_trough-1,8955,Bunoge,324_trough,ʔàgàlà:wó,ʔàgàlà:wó,ʔ ¹/a ɡ ¹/a l ¹/aː + w ⁵/o,,Hantgan2022,2104,,,,,0
DonnoSo-324_trough-1,8956,DonnoSo,324_trough,"kórò (very big), kòr-î: (small)",kórò,k ⁵/o r ¹/o,,Hantgan2022,2103,,,,,0
Mombo-324_trough-1,8957,Mombo,324_trough,tóŋgólò,tóŋgólò,t ⁵/o ⁿɡ ⁵/o + l ¹/o,,Hantgan2022,2105,,,,,0
Penange-324_trough-1,8958,Penange,324_trough,tóŋgóló,tóŋgóló,t ⁵/o ⁿɡ ⁵/o + l ⁵/o,,Hantgan2022,2105,,,,,0
Bangime-324_trough-1,8959,Bangime,324_trough,kálábà,kálábà,k ⁵/a l ⁵/a b ¹/a,,Hantgan2022,2608,,,,,0
Fulfulde-324_trough-1,8960,Fulfulde,324_trough,walkaare,walkaare,w a l k + aː r e,,Hantgan2022,282,,,,,0
SonghaiSenni-324_trough-1,8961,SonghaiSenni,324_trough,gònf-ò,gònf-ò,ɡ ¹/o n f + ¹/o,,Hantgan2022,3859,,,,,92
Jamsay-324_trough-1,8962,Jamsay,324_trough,ìjí kórò,ìjí_kórò,¹/i dʒ ⁵/i + k ⁵/o r ¹/o,,Hantgan2022,2103,,,,,0
Nanga-324_trough-1,8963,Nanga,324_trough,nɛ̀rⁿì-góndó,nɛ̀rⁿì-góndó,n ¹/ɛ ∼/r̃ ¹/i + ɡ ⁵/o ⁿd ⁵/o,,Hantgan2022,2102,,,,,0
PergeTegu-324_trough-1,8964,PergeTegu,324_trough,ìsù-kóró,ìsù-kóró,¹/i s ¹/u + k ⁵/o r ⁵/o,,Hantgan2022,2103,,,,,0
TogoKan-324_trough-1,8965,TogoKan,324_trough,ìsí-kóró,ìsí-kóró,¹/i s ⁵/i + k ⁵/o r ⁵/o,,Hantgan2022,2103,,,,,0
TommoSo-324_trough-1,8966,TommoSo,324_trough,gɛ̀-gɛ̀mmɛ́,gɛ̀-gɛ̀mmɛ́,ɡ ¹/ɛ + ɡ ¹/ɛ m m ⁵/ɛ,,Hantgan2022,2106,,,,,0
YornoSo-324_trough-1,8967,YornoSo,324_trough,gì-gɛ̀mɛ́,gì-gɛ̀mɛ́,ɡ ¹/i + ɡ ¹/ɛ m ⁵/ɛ,,Hantgan2022,2106,,,,,0
SonghaiSenni-325_twenty-1,8968,SonghaiSenni,325_twenty,wàráŋkà,wàráŋkà,w ¹/a r ⁵/a + ⁿk ¹/a,,Hantgan2022,3860,,,,,0
ToroTegu-325_twenty-1,8969,ToroTegu,325_twenty,pé-lèy,pé-lèy,p ⁵/e + l ¹/e + j,,Hantgan2022,2112,,,,,0
BenTey-325_twenty-1,8970,BenTey,325_twenty,pèrí-yěy,pèrí-yěy,p ¹/e r ⁵/i + j ¹⁵/e + j,,Hantgan2022,2109,,,,,0
BankanTey-325_twenty-1,8971,BankanTey,325_twenty,pɛ̀rí yèy,pɛ̀rí_yèy,p ¹/ɛ r ⁵/i + j ¹/e + j,,Hantgan2022,2109,,,,,0
Nanga-325_twenty-1,8972,Nanga,325_twenty,pèrí yěy,pèrí_yěy,p ¹/e r ⁵/i + j ¹⁵/e j,,Hantgan2022,2109,,,,,0
PergeTegu-325_twenty-1,8973,PergeTegu,325_twenty,pɛ́l-lěy,pɛ́l-lěy,p ⁵/ɛ l + l ¹⁵/e + j,,Hantgan2022,2112,,,,,0
TogoKan-325_twenty-1,8974,TogoKan,325_twenty,pɛ̌-lɔ́y,pɛ̌-lɔ́y,p ¹⁵/ɛ + l ⁵/ɔ + j,,Hantgan2022,2112,,,,,0
YornoSo-325_twenty-1,8975,YornoSo,325_twenty,pɛ́:-lɛ́y,pɛ́:lɛ́y,p ⁵/ɛː l ⁵/ɛ + j,,Hantgan2022,2109,,,,,0
TommoSo-325_twenty-1,8976,TommoSo,325_twenty,pɛ̀ɛ̀-néé,pɛ̀ɛ̀-néé,p ¹/ɛː + n ⁵/eː,,Hantgan2022,2110,,,,,0
DogulDom-325_twenty-1,8977,DogulDom,325_twenty,pè-né:gè,pè-né:gè,p ¹/e + n ⁵/eː + ɡ ¹/e,,Hantgan2022,2110,,,,,0
TebulUre-325_twenty-1,8978,TebulUre,325_twenty,pɛ̀gà-léy,pɛ̀gà-léy,p ¹/ɛ ɡ ¹/a + l ⁵/e + j,,Hantgan2022,2112,,,,,0
YandaDom-325_twenty-1,8979,YandaDom,325_twenty,pɔ̀:-nɔ́:,pɔ̀:nɔ́:,p ¹/ɔː + n ɔː,,Hantgan2022,2110,,,,,0
BonduSo-325_twenty-1,8980,BonduSo,325_twenty,pɔ̌:-nɔ̀y,pɔ̌:nɔ̀y,p ¹⁵/ɔː + n ¹/ɔ + j,,Hantgan2022,2110,,,,,0
Bunoge-325_twenty-1,8981,Bunoge,325_twenty,tǎ:lmà ~ tǎ:lúmà,tǎ:lmà,t ¹⁵/aː l + m ¹/a,,Hantgan2022,2111,,,,,0
Jamsay-325_twenty-1,8982,Jamsay,325_twenty,pɛ́l-lɛ̀y,pɛ́l-lɛ̀y,p ⁵/ɛ l + l ¹/ɛ + j,,Hantgan2022,2112,,,,,0
DonnoSo-325_twenty-1,8983,DonnoSo,325_twenty,pè:-něy,pè:něy,p ¹/eː n ¹⁵/e + j,,Hantgan2022,2109,,,,,0
TiranigeDiga-325_twenty-1,8984,TiranigeDiga,325_twenty,pɛ́-nɛ́ŋgà,pɛ́-nɛ́ŋgà,p ⁵/ɛ + n ⁵/ɛ + ⁿɡ ¹/a,,Hantgan2022,2110,,,,,0
Mombo-325_twenty-1,8985,Mombo,325_twenty,pɛ̀:nɛ́:ŋgà,pɛ̀:nɛ́:ŋgà,p ¹/ɛː n ⁵/ɛː + ⁿɡ ¹/a,,Hantgan2022,2113,,,,,0
Penange-325_twenty-1,8986,Penange,325_twenty,tà:lmɔ̀,tà:lmɔ̀,t ¹/aː l + m ¹/ɔ,,Hantgan2022,2111,,,,,0
Bangime-325_twenty-1,8987,Bangime,325_twenty,tààwⁿà,tààwⁿà,t ¹/aː ∼/w̃ ¹/a,,Hantgan2022,2609,,,,,0
Fulfulde-325_twenty-1,8988,Fulfulde,325_twenty,noogay,noogay,n oː ɡ a j,,Hantgan2022,283,,,,,0
Jenaama-325_twenty-1,8989,Jenaama,325_twenty,tāⁿ-péndē,tāⁿ-péndē,t ³/ã + p ⁵/e + ⁿd ³/e,,Hantgan2022,3473,,,,,0
ToroSo-325_twenty-1,8990,ToroSo,325_twenty,pɔ̌ːŋɔ̀y,pɔ̌ːŋɔ̀y,p ¹⁵/ɔː ŋ ¹/ɔ + j,,Hantgan2022,2109,,,,,0
ToroSo-325_twenty-2,8991,ToroSo,325_twenty,pɛ́léȷ̀,pɛ́léȷ̀,p ⁵/ɛ l ⁵/e + j,,Hantgan2022,2109,,,,,0
BonduSo-325_twenty-2,8992,BonduSo,325_twenty,pèlléy,pèlléy,p ¹/e l l ⁵/e + j,,Hantgan2022,2109,,,,,0
ToroTegu-326_twice-1,8993,ToroTegu,326_twice,kúwɔ́ lěy,kúwɔ́_lěy,k ⁵/u w ⁵/ɔ + l ¹⁵/e + j,,Hantgan2022,2116,,,,,0
BenTey-326_twice-1,8994,BenTey,326_twice,ná yěy,ná_yěy,n ⁵/a + j ¹⁵/e + j,,Hantgan2022,2114,,,,,0
BankanTey-326_twice-1,8995,BankanTey,326_twice,ná yòy,ná_yòy,n ⁵/a + j ¹/o + j,,Hantgan2022,2114,,,,,0
Nanga-326_twice-1,8996,Nanga,326_twice,ná wǒy,ná_wǒy,n ⁵/a + w ¹⁵/o + j,,Hantgan2022,2114,,,,,0
TogoKan-326_twice-1,8997,TogoKan,326_twice,kúwɔ́ lɔ́y,kúwɔ́_lɔ́y,k ⁵/u w ⁵/ɔ + l ⁵/ɔ + j,,Hantgan2022,2116,,,,,0
YornoSo-326_twice-1,8998,YornoSo,326_twice,kúbɔ́ lɛ́y,kúbɔ́_lɛ́y,k ⁵/u b ⁵/ɔ + l ⁵/ɛ + j,,Hantgan2022,2116,,,,,0
TommoSo-326_twice-1,8999,TommoSo,326_twice,kúbɔ́ néy,kúbɔ́_néy,k ⁵/u b ⁵/ɔ + n ⁵/e + j,,Hantgan2022,2116,,,,,0
DogulDom-326_twice-1,9000,DogulDom,326_twice,nà: né:gè,nà:_né:gè,n ¹/aː + n ⁵/eː + ɡ ¹/e,,Hantgan2022,2114,,,,,0
TebulUre-326_twice-1,9001,TebulUre,326_twice,là lé:,là_lé:,l ¹/a + l ⁵/eː,,Hantgan2022,2117,,,,,0
YandaDom-326_twice-1,9002,YandaDom,326_twice,"nà nɔ́:, nà nó:",nà_nɔ́:,n ¹/a + n ɔː,,Hantgan2022,2114,,,,,0
BonduSo-326_twice-1,9003,BonduSo,326_twice,nǎ: nô:y,nǎ:_nô:y,n ¹⁵/aː + n ⁵¹/oː + j,,Hantgan2022,2114,,,,,0
Bunoge-326_twice-1,9004,Bunoge,326_twice,sò-gé dè:gà,sò-gé_dè:gà,s ¹/o + ɡ ⁵/e + d ¹/eː + ɡ ¹/a,,Hantgan2022,2115,,,,,0
DonnoSo-326_twice-1,9005,DonnoSo,326_twice,kúbɔ̀ lɛ́y,kúbɔ̀_lɛ́y,k ⁵/u b ¹/ɔ + l ⁵/ɛ + j,,Hantgan2022,2116,,,,,0
TiranigeDiga-326_twice-1,9006,TiranigeDiga,326_twice,tònjè-gè nì:ŋgà,tònjè-gè_nì:ŋgà,t ¹/o ⁿdʒ ¹/e + ɡ ¹/e + n ¹/iː + ⁿɡ ¹/a,,Hantgan2022,2115,,,,,0
Mombo-326_twice-1,9007,Mombo,326_twice,síŋgí nɛ́:ŋgà,síŋgí_nɛ́:ŋgà,s ⁵/i + ⁿɡ ⁵/i + n ⁵/ɛː + ⁿɡ ¹/a,,Hantgan2022,2115,,,,,0
Penange-326_twice-1,9008,Penange,326_twice,sígó:-ŋgé négá,sígó:ŋgé_négá,s ⁵/i ɡ ⁵/oː + ⁿɡ ⁵/e + n ⁵/e + ɡ ⁵/a,,Hantgan2022,2115,,,,,0
Bangime-326_twice-1,9009,Bangime,326_twice,búⁿ ʒìndò,búⁿ_ʒìndò,b ⁵/ũ + ʒ ¹/i ⁿd ¹/o,,Hantgan2022,2610,,,,,0
Fulfulde-326_twice-1,9010,Fulfulde,326_twice,buʔannde,buʔannde,b u ʔ a n + ⁿd e,,Hantgan2022,284,,,,,0
PergeTegu-326_twice-1,9011,PergeTegu,326_twice,kúwɔ́ lěy,kúwɔ́ lěy,k ⁵/u w ⁵/ɔ + l ¹⁵/e + j,,Hantgan2022,2116,,,,,0
Jamsay-326_twice-1,9012,Jamsay,326_twice,kɔ́: lɛ̀y,kɔ́:_lɛ̀y,k ɔː + l ¹/ɛ + j,,Hantgan2022,2116,,,,,0
SonghaiSenni-327_two-1,9013,SonghaiSenni,327_two,híŋká,híŋká,h ⁵/i + ⁿk ⁵/a,,Hantgan2022,3861,,,,,7256
ToroTegu-327_two-1,9014,ToroTegu,327_two,lěy,lěy,l ¹⁵/e + j,,Hantgan2022,2119,,,,,0
BankanTey-327_two-1,9015,BankanTey,327_two,yǒy,yǒy,j ¹⁵/o + j,,Hantgan2022,2119,,,,,0
Nanga-327_two-1,9016,Nanga,327_two,wǒy,wǒy,w ¹⁵/o + j,,Hantgan2022,2119,,,,,0
Gourou-327_two-1,9017,Gourou,327_two,lɛ̌y,lɛ̌y,l ¹⁵/ɛ + j,,Hantgan2022,2119,,,,,0
TogoKan-327_two-1,9018,TogoKan,327_two,"lɔ́y (after noun), lɔ́:y (counting)",lɔ́y,l ⁵/ɔ + j,,Hantgan2022,2119,,,,,0
YornoSo-327_two-1,9019,YornoSo,327_two,lɛ́y,lɛ́y,l ⁵/ɛ + j,,Hantgan2022,2119,,,,,0
TommoSo-327_two-1,9020,TommoSo,327_two,néé,néé,n ⁵/eː,,Hantgan2022,2120,,,,,0
DogulDom-327_two-1,9021,DogulDom,327_two,né:gè,né:gè,n ⁵/eː + ɡ ¹/e,,Hantgan2022,2118,,,,,7256
TebulUre-327_two-1,9022,TebulUre,327_two,"lé:rú (counting), -lêy (after classifier)",lé:rú,l ⁵/eː r ⁵/u,,Hantgan2022,2122,,,,,0
YandaDom-327_two-1,9023,YandaDom,327_two,"nɔ́:, yè-nɔ́:",nɔ́:,n ɔː,,Hantgan2022,2120,,,,,0
BonduSo-327_two-1,9024,BonduSo,327_two,nô:y,nô:y,n ⁵¹/oː + j,,Hantgan2022,2120,,,,,0
Ampari-327_two-1,9025,Ampari,327_two,é:ŋgá,é:ŋgá,⁵/eː + ⁿɡ ⁵/a,,Hantgan2022,2118,,,,,7256
Bunoge-327_two-1,9026,Bunoge,327_two,dè:gà (ǹ-dé:gá in counting),dè:gà,d ¹/eː ɡ ¹/a,,Hantgan2022,2121,,,,,0
DonnoSo-327_two-1,9027,DonnoSo,327_two,lɛ᷈y,lɛ᷈y,l ∼/ɛ + j,,Hantgan2022,2119,,,,,0
TiranigeDiga-327_two-1,9028,TiranigeDiga,327_two,nì:ŋgà,nì:ŋgà,n ¹/iː + ⁿɡ ¹/a,,Hantgan2022,2118,,,,,7256
Mombo-327_two-1,9029,Mombo,327_two,nɛ́:ŋgá,nɛ́:ŋgá,n ⁵/ɛː + ⁿɡ ⁵/a,,Hantgan2022,2118,,,,,7256
Penange-327_two-1,9030,Penange,327_two,"nègà, né:ŋgá (counting sequence), X-gè nègá",nègà,n ¹/e + ɡ ¹/a,,Hantgan2022,2118,,,,,7256
Bangime-327_two-1,9031,Bangime,327_two,ʒìndò,ʒìndò,ʒ ¹/i ⁿd ¹/o,,Hantgan2022,2611,,,,,7257
Fulfulde-327_two-1,9032,Fulfulde,327_two,ɗiɗi,ɗiɗi,ɗ i ɗ i,,Hantgan2022,285,,,,,7257
Jenaama-327_two-1,9033,Jenaama,327_two,pēndē,pēndē,p ³/e ⁿd ³/e,,Hantgan2022,3475,,,,,7257
PergeTegu-327_two-1,9034,PergeTegu,327_two,lěy,lěy,l ¹⁵/e + j,,Hantgan2022,2119,,,,,0
Jamsay-327_two-1,9035,Jamsay,327_two,lɛ̌y,lɛ̌y,l ¹⁵/ɛ + j,,Hantgan2022,2119,,,,,0
BozoPondorinord-327_two-1,9036,BozoPondorinord,327_two,fiɛⁿnuⁿ,fiɛⁿnuⁿ,f ĩ ɛ̃ n ũ,,Hantgan2022,3476,,,,,0
BozoPondorinord-327_two-2,9037,BozoPondorinord,327_two,peⁿde,peⁿde,p ẽ d e,,Hantgan2022,3475,,,,,7257
BozoPondorinord-327_two-3,9038,BozoPondorinord,327_two,peⁿde,peⁿde,p ẽ d e,,Hantgan2022,3475,,,,,7257
BozoPondorisud-327_two-1,9039,BozoPondorisud,327_two,hílló,hílló,h ⁵/i l l ⁵/o,,Hantgan2022,3477,,,,,0
BozoTieyaxo-327_two-1,9040,BozoTieyaxo,327_two,peⁿne,peⁿne,p ẽ n e,,Hantgan2022,3476,,,,,0
BozoTieyaxo-327_two-2,9041,BozoTieyaxo,327_two,peⁿde,peⁿde,p ẽ d e,,Hantgan2022,3475,,,,,7257
BozoTieyaxo-327_two-3,9042,BozoTieyaxo,327_two,peⁿde,peⁿde,p ẽ d e,,Hantgan2022,3475,,,,,7257
BozoTieyaxo-327_two-4,9043,BozoTieyaxo,327_two,peⁿde,peⁿde,p ẽ d e,,Hantgan2022,3475,,,,,7257
BozoTieyaxo-327_two-5,9044,BozoTieyaxo,327_two,peⁿde,peⁿde,p ẽ d e,,Hantgan2022,3475,,,,,7257
BozoTieyaxo-327_two-6,9045,BozoTieyaxo,327_two,peⁿnde,peⁿnde,p ẽ ⁿd e,,Hantgan2022,3475,,,,,7257
ToroSo-327_two-1,9046,ToroSo,327_two,léy,léy,l ⁵/e + j,,Hantgan2022,2119,,,,,0
ToroSo-327_two-2,9047,ToroSo,327_two,lɛ́j,lɛ́j,l ⁵/ɛ + j,,Hantgan2022,2119,,,,,0
BonduSo-327_two-2,9048,BonduSo,327_two,nóòy,nóòy,n ⁵¹/o: + j,,Hantgan2022,2120,,,,,0
ToroTegu-328_untie-1,9049,ToroTegu,328_untie,págú-rú,págú-rú,p ⁵/a ɡ ⁵/u + r ⁵/u,,Hantgan2022,2124,,,,,0
BenTey-328_untie-1,9050,BenTey,328_untie,págí-rí,págí-rí,p ⁵/a ɡ ⁵/i + r ⁵/i,,Hantgan2022,2124,,,,,0
BankanTey-328_untie-1,9051,BankanTey,328_untie,pá:-rí,pá:rí,p ⁵/aː r ⁵/i,,Hantgan2022,2123,,,,,7277
PergeTegu-328_untie-1,9052,PergeTegu,328_untie,págá-rá,págá-rá,p ⁵/a ɡ ⁵/a + r ⁵/a,,Hantgan2022,2124,,,,,0
Gourou-328_untie-1,9053,Gourou,328_untie,páɣá-rá,páɣá-rá,p ⁵/a ɣ ⁵/a + r ⁵/a,,Hantgan2022,2124,,,,,0
TogoKan-328_untie-1,9054,TogoKan,328_untie,págì-rì,págì-rì,p ⁵/a ɡ ¹/i + r ¹/i,,Hantgan2022,2124,,,,,0
YornoSo-328_untie-1,9055,YornoSo,328_untie,"págá-lá, yǎ:rá",págá-lá,p ⁵/a ɡ ⁵/a + l ⁵/a,,Hantgan2022,2124,,,,,0
TommoSo-328_untie-1,9056,TommoSo,328_untie,"tɛ́íⁿ-lɛ́, púló",tɛ́íⁿ-lɛ́,t ⁵/ɛ ⁵/ĩ + l ⁵/ɛ,,Hantgan2022,2125,,,,,0
DogulDom-328_untie-1,9057,DogulDom,328_untie,kɔ́mmù-lɛ̀,kɔ́mmù-lɛ̀,k ⁵/ɔ m m ¹/u + l ¹/ɛ,,Hantgan2022,2126,,,,,0
TebulUre-328_untie-1,9058,TebulUre,328_untie,"yàrí (yàrí-tì-), kɔ́mbú-lí (kɔ́mbú-l-tì)",yàrí,j ¹/a r ⁵/i,,Hantgan2022,2123,,,,,7277
YandaDom-328_untie-1,9059,YandaDom,328_untie,kɔ́mú-lɛ́,kɔ́mú-lɛ́,k ⁵/ɔ m ⁵/u + l ⁵/ɛ,,Hantgan2022,2126,,,,,0
BonduSo-328_untie-1,9060,BonduSo,328_untie,págí-lɛ́,págí-lɛ́,p ⁵/a ɡ ⁵/i + l ⁵/ɛ,,Hantgan2022,2124,,,,,0
Bunoge-328_untie-1,9061,Bunoge,328_untie,sɔ́jú-lɛ̀,sɔ́jú-lɛ̀,s ⁵/ɔ dʒ ⁵/u + l ¹/ɛ,,Hantgan2022,2125,,,,,0
DonnoSo-328_untie-1,9062,DonnoSo,328_untie,kɔ́mmɔ̀-lɔ̀,kɔ́mmɔ̀-lɔ̀,k ⁵/ɔ m m ¹/ɔ + l ¹/ɔ,,Hantgan2022,2126,,,,,0
TiranigeDiga-328_untie-1,9063,TiranigeDiga,328_untie,págú-ló,págú-ló,p ⁵/a ɡ ⁵/u + l ⁵/o,,Hantgan2022,2124,,,,,0
Mombo-328_untie-1,9064,Mombo,328_untie,págúlè,págúlè,p ⁵/a ɡ ⁵/u + l ¹/e,,Hantgan2022,2124,,,,,0
Penange-328_untie-1,9065,Penange,328_untie,"sɔ́jú-lɛ̀, sáy-lè",sɔ́jú-lɛ̀,s ⁵/ɔ dʒ ⁵/u + l ¹/ɛ,,Hantgan2022,2125,,,,,0
Nanga-328_untie-1,9066,Nanga,328_untie,págí-rí,págí-rí,p ⁵/a ɡ ⁵/i + r ⁵/i,,Hantgan2022,2124,,,,,0
Bangime-328_untie-1,9067,Bangime,328_untie,pììndù,pììndù,p ¹/iː ⁿd ¹/u,,Hantgan2022,2612,,,,,0
Fulfulde-328_untie-1,9068,Fulfulde,328_untie,firtude,firt-ude,f i r t + u d e,,Hantgan2022,286,,,,,0
Jamsay-328_untie-1,9069,Jamsay,328_untie,mùŋù-rⁿó,mùŋù-rⁿó,m ¹/u ŋ ¹/u + ∼/r̃ ⁵/o,,Hantgan2022,2127,,,,,0
SonghaiSenni-328_untie-1,9070,SonghaiSenni,328_untie,férí,férí,f ⁵/e r ⁵/i,,Hantgan2022,3862,,,,,7277
BozoPondorinord-328_untie-1,9071,BozoPondorinord,328_untie,taabe,taabe,t aː b e,,Hantgan2022,3478,,,,,0
SonghaiSenni-329_urine-1,9072,SonghaiSenni,329_urine,tò:s-ò,tò:s-ò,t ¹/oː s + ¹/o,,Hantgan2022,3863,,,,,0
BankanTey-329_urine-1,9073,BankanTey,329_urine,ɔ̀zû:,ɔ̀zû:,¹/ɔ z ⁵¹/uː,,Hantgan2022,2128,,,,,0
BenTey-329_urine-1,9074,BenTey,329_urine,òmjú,òmjú,¹/o ⁿdʒ ⁵/u,,Hantgan2022,2132,,,,,7297
Bunoge-329_urine-1,9075,Bunoge,329_urine,mɔ́:njì,mɔ́:njì,m ɔː ⁿdʒ ¹/i,,Hantgan2022,2132,,,,,7297
DogulDom-329_urine-1,9076,DogulDom,329_urine,ǹjá:,ǹjá:,ⁿdʒ ⁵/aː,,Hantgan2022,2130,,,,,0
Gourou-329_urine-1,9077,Gourou,329_urine,ùsùrⁿú,ùsùrⁿú,¹/u s ¹/u + ∼/r̃ ⁵/u,,Hantgan2022,2131,,,,,0
BonduSo-329_urine-1,9078,BonduSo,329_urine,mǒnjè,mǒnjè,m ¹⁵/o ⁿdʒ ¹/e,,Hantgan2022,2132,,,,,7297
Nanga-329_urine-1,9079,Nanga,329_urine,ɔ̀njî,ɔ̀njî,∼¹/ɔ dʒ ⁵¹/i,,Hantgan2022,2132,,,,,7297
TebulUre-329_urine-1,9080,TebulUre,329_urine,èndílé,èndílé,¹/e ⁿd ⁵/i + l ⁵/e,,Hantgan2022,2135,,,,,0
TogoKan-329_urine-1,9081,TogoKan,329_urine,ìⁿsìrⁿí,ìⁿsìrⁿí,ĩ s ¹/i + ∼/r̃ ⁵/i,,Hantgan2022,2131,,,,,0
TommoSo-329_urine-1,9082,TommoSo,329_urine,ǹjàrìí,ǹjàrìí,ⁿdʒ ¹/a r ⁵¹/iː,,Hantgan2022,2130,,,,,0
ToroTegu-329_urine-1,9083,ToroTegu,329_urine,ànnà-ní,ànnà-ní,¹/a n n ¹/a + n ⁵/i,,Hantgan2022,2136,,,,,0
YandaDom-329_urine-1,9084,YandaDom,329_urine,ómzú,ómzú,⁵/o m z ⁵/u,,Hantgan2022,2128,,,,,0
YornoSo-329_urine-1,9085,YornoSo,329_urine,ìsán,ìsán,¹/i s ⁵/a n,,Hantgan2022,2128,,,,,0
DonnoSo-329_urine-1,9086,DonnoSo,329_urine,ǹjàrî:,ǹjàrî:,ⁿdʒ ¹/a r ⁵¹/iː,,Hantgan2022,2130,,,,,0
Jamsay-329_urine-1,9087,Jamsay,329_urine,sùrⁿɔ́,sùrⁿɔ́,s ¹/u ∼/r̃ ⁵/ɔ,,Hantgan2022,2131,,,,,0
Mombo-329_urine-1,9088,Mombo,329_urine,mónjì,mónjì,m ⁵/o ⁿdʒ ¹/i,,Hantgan2022,2132,,,,,7297
Penange-329_urine-1,9089,Penange,329_urine,mɔ̀:njì,mɔ̀:njì,m ¹/ɔː ⁿdʒ ¹/i,,Hantgan2022,2132,,,,,7297
Bangime-329_urine-1,9090,Bangime,329_urine,sììⁿ,sììⁿ,s ĩ:,,Hantgan2022,2613,,,,,0
Fulfulde-329_urine-1,9091,Fulfulde,329_urine,kibbe,kibbe,k i b b + u d e,,Hantgan2022,288,,,,,0
Jenaama-329_urine-1,9092,Jenaama,329_urine,kɔ̀njì,kɔ̀njì,k ∼¹/ɔ dʒ ¹/i,,Hantgan2022,3479,,,,,7297
PergeTegu-329_urine-1,9093,PergeTegu,329_urine,ùsùrⁿú,ùsùrⁿú,¹/u s ¹/u + ∼/r̃ ⁵/u,,Hantgan2022,2134,,,,,0
TiranigeDiga-329_urine-1,9094,TiranigeDiga,329_urine,ónjí,ónjí,⁵/o ⁿdʒ ⁵/i,,Hantgan2022,2132,,,,,7297
TomoKan-329_urine-1,9095,TomoKan,329_urine,ʔìnjùrù,ʔìnjùrù,ʔ ¹/i ⁿdʒ ¹/u + r ¹/u,,Hantgan2022,2134,,,,,0
