ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Concept_in_Source,Borrowing
Bangime-146_horse-1,4143,Bangime,146_horse,búwó,búwó,b ⁵/u w ⁵/o,,Hantgan2022,2424,,,,,0
Fulfulde-146_horse-1,4144,Fulfulde,146_horse,puccu,puccu,p u tʃ tʃ u,,Hantgan2022,107,,,,,0
Jenaama-146_horse-1,4145,Jenaama,146_horse,sìyóⁿ,sìyóⁿ,s ¹/i j ⁵/õ,,Hantgan2022,2941,,,,,3306
Jamsay-146_horse-1,4146,Jamsay,146_horse,sǒm,sǒm,s ¹⁵/o + m,,Hantgan2022,975,,,,,3306
BankanTey-146_horse-1,4147,BankanTey,146_horse,sǒm,sǒm,s ¹⁵/o + m,,Hantgan2022,975,,,,,3306
YornoSo-146_horse-1,4148,YornoSo,146_horse,sǒm,sǒm,s ¹⁵/o + m,,Hantgan2022,975,,,,,3306
Bambara-146_horse-1,4149,Bambara,146_horse,sò,sò,s ¹/o,,Hantgan2022,2941,,,,,3306
BozoDebo-146_horse-1,4150,BozoDebo,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoHainyaxo-146_horse-1,4151,BozoHainyaxo,146_horse,suo,suo,s u o,,Hantgan2022,2941,,,,,3306
BozoKorondougounord-146_horse-1,4152,BozoKorondougounord,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoKorondougousud-146_horse-1,4153,BozoKorondougousud,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoKotya-146_horse-1,4154,BozoKotya,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoPondorinord-146_horse-1,4155,BozoPondorinord,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoPondorisud-146_horse-1,4156,BozoPondorisud,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoTieyaxo-146_horse-1,4157,BozoTieyaxo,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
BozoTiemaCewe-146_horse-1,4158,BozoTiemaCewe,146_horse,sie,sie,s i e,,Hantgan2022,2941,,,,,3306
Soninke-146_horse-1,4159,Soninke,146_horse,sî ~ sìì,sî ~ sìì,s ⁵¹/i,,Hantgan2022,2941,,,,,3306
SonghaiSenni-146_horse-1,4160,SonghaiSenni,146_horse,bàry-ò,bàry-ò,b ¹/a r j + ¹/o,,Hantgan2022,3665,,,,,55
ToroSo-146_horse-1,4161,ToroSo,146_horse,sɔ́ɔ́,sɔ́ɔ́,s ⁵/ɔː,,Hantgan2022,976,,,,,3306
ToroSo-146_horse-2,4162,ToroSo,146_horse,sɔ́ŋù,sɔ́ŋù,s ⁵/ɔ + ŋ ¹/u,,Hantgan2022,977,,,,,3306
SonghaiKiini-146_horse-1,9638,SonghaiKiini,146_horse,bàrí,bàrí,b ¹/a r ¹/i,,Hantgan2022,3665,,,,,55
Bambara-147_host-1,4164,Bambara,147_host,fèéré,fèéré,f ¹⁵/eː r ⁵/e,,Hantgan2022,2942,,,,,0
Bambara-147_host-2,4165,Bambara,147_host,nà,nà,n ¹/a,,Hantgan2022,2944,,,,,0
Bangime-147_host-1,4166,Bangime,147_host,nʤààtìɡì,nʤààtìɡì,n dʒ ¹/aː + t ¹/i ɡ ¹/i,,Hantgan2022,2425,,,,,3337
Fulfulde-147_host-1,4167,Fulfulde,147_host,njaatigi,njaa-tigi,ⁿdʒ aː + t i ɡ i,,Hantgan2022,108,,,,,3337
ToroTegu-147_host-1,4168,ToroTegu,147_host,"lòsú, ìlò-sìgú",lòsú,l ¹/o s ⁵/u,,Hantgan2022,989,,,,,0
BenTey-147_host-1,4169,BenTey,147_host,ùrò sìyî:,ùrò-sìyî:,¹/u r ¹/o + s ¹/i j ⁵¹/iː,,Hantgan2022,981,,,,,0
BankanTey-147_host-1,4170,BankanTey,147_host,ùrò sìyî-m,ùrò-sìyî-m,¹/u r ¹/o + s ¹/i j ⁵¹/i + m,,Hantgan2022,981,,,,,0
Nanga-147_host-1,4171,Nanga,147_host,ǹdò-sìgí,ǹdò-sìgí,ⁿd ¹/o + s ¹/i ɡ ⁵/i,,Hantgan2022,980,,,,,3337
PergeTegu-147_host-1,4172,PergeTegu,147_host,ìrè-sìgé,ìrè-sìgé,¹/i r ¹/e + s ¹/i ɡ ⁵/e,,Hantgan2022,981,,,,,0
Gourou-147_host-1,4173,Gourou,147_host,ùrò sìgé báŋà,ùrò-sìgé_báŋà,¹/u r ¹/o + s ¹/i ɡ ⁵/e + b ⁵/a ŋ ¹/a,,Hantgan2022,981,,,,,0
YornoSo-147_host-1,4174,YornoSo,147_host,"gɛ̀rⁿɛ̀-sùgó, gɛ̀rⁿɛ̀-tɛ̌:",gɛ̀rⁿɛ̀-sùgó,ɡ ¹/ɛ ∼/r̃ ¹/ɛ + s ¹/u ɡ ⁵/o,,Hantgan2022,981,,,,,0
TommoSo-147_host-1,4175,TommoSo,147_host,"gìnɛ̀ tíyɛ́, gìnɛ̀ súgó",gìnɛ̀-tíyɛ́,ɡ ¹/i n ¹/ɛ + t ⁵/i j ⁵/ɛ,,Hantgan2022,983,,,,,0
DogulDom-147_host-1,4176,DogulDom,147_host,m̀bùn-tìyɛ́,m̀bùn-tìyɛ́,ⁿb ¹/u n + t ¹/i j ⁵/ɛ,,Hantgan2022,983,,,,,0
TebulUre-147_host-1,4177,TebulUre,147_host,ùlù-sùgó,ùlù-sùgó,¹/u l ¹/u + s ¹/u ɡ ⁵/o,,Hantgan2022,981,,,,,0
YandaDom-147_host-1,4178,YandaDom,147_host,lò:tìyà,lò:tìyà,l ¹/oː t ¹/i j ¹/a,,Hantgan2022,990,,,,,0
BonduSo-147_host-1,4179,BonduSo,147_host,òlè-súgí-n,òlè-súgí-n,¹/o l ¹/e + s ⁵/u ɡ ⁵/i + n,,Hantgan2022,981,,,,,0
Bunoge-147_host-1,4180,Bunoge,147_host,ʔòbó-n-tà:lù,ʔòbó-n-tà:lù,ʔ ¹/o b ⁵/o + n + t ¹/aː l ¹/u,,Hantgan2022,982,,,,,0
DonnoSo-147_host-1,4181,DonnoSo,147_host,gìnɛ̀-sùgó,gìnɛ̀-sùgó,ɡ ¹/i n ¹/ɛ + s ¹/u ɡ ⁵/o,,Hantgan2022,981,,,,,0
TiranigeDiga-147_host-1,4182,TiranigeDiga,147_host,jìwà-nú:,jìwà-nú:,dʒ ¹/i w ¹/a + n ⁵/uː,,Hantgan2022,988,,,,,0
Mombo-147_host-1,4183,Mombo,147_host,dú:lú,dú:lú,d ⁵/uː l ⁵/u,,Hantgan2022,985,,,,,0
Penange-147_host-1,4184,Penange,147_host,njà:tígì,njà:tígì,ⁿdʒ ¹/aː t ⁵/i ɡ ¹/i,,Hantgan2022,986,,,,,0
Jamsay-147_host-1,4185,Jamsay,147_host,súnú-ŋó,súnú-ŋó,s ⁵/u n ⁵/u + ŋ ⁵/o,,Hantgan2022,984,,,,,0
SonghaiSenni-147_host-1,4186,SonghaiSenni,147_host,márê,márê,m ⁵/a r ⁵¹/e,,Hantgan2022,3666,,,,,0
SonghaiSenni-148_hot-1,4187,SonghaiSenni,148_hot,kònn-ò,kònn-ò,k ¹/o n n + ¹/o,,Hantgan2022,3667,,,,,0
Bangime-148_hot-1,4188,Bangime,148_hot,wáá (1),wáá,w ⁵/aː,,Hantgan2022,2426,,,,,3361
Fulfulde-148_hot-1,4189,Fulfulde,148_hot,wulude,wul-ude,w u l + u d e,,Hantgan2022,110,,,,,0
Jenaama-148_hot-1,4190,Jenaama,148_hot,pīyⁿɛ̄-nà,pīyⁿɛ̄-nà,p ³/i ∼/j ³/ɛ + n ¹/a,,Hantgan2022,2950,,,,,0
Jamsay-148_hot-1,4191,Jamsay,148_hot,ɔ́gù,ɔ́gù,⁵/ɔ ɡ ¹/u,,Hantgan2022,991,,,,,3359
Bambara-148_hot-1,4192,Bambara,148_hot,gàⁿ,gàⁿ,ɡ ã,,Hantgan2022,2945,,,,,3359
Bambara-148_hot-2,4193,Bambara,148_hot,káláⁿ,káláⁿ,k ⁵/a l ⁵/ã,,Hantgan2022,2952,,,,,0
BozoDebo-148_hot-1,4194,BozoDebo,148_hot,guⁿmuⁿ,guⁿmuⁿ,ɡ ũ m ũ,,Hantgan2022,2948,,,,,0
BozoHainyaxo-148_hot-1,4195,BozoHainyaxo,148_hot,fuⁿdaⁿniⁿ,fuⁿdaⁿniⁿ,f ũ d ã n ĩ,,Hantgan2022,2949,,,,,0
BozoKorondougounord-148_hot-1,4196,BozoKorondougounord,148_hot,waa,waa,w aː,,Hantgan2022,2947,,,,,3361
BozoKorondougousud-148_hot-1,4197,BozoKorondougousud,148_hot,piyɛⁿ,piyɛⁿ,p i j ∼/ɛ,,Hantgan2022,2950,,,,,0
BozoKorondougousud-148_hot-2,4198,BozoKorondougousud,148_hot,waa,waa,w aː,,Hantgan2022,2947,,,,,3361
BozoKotya-148_hot-1,4199,BozoKotya,148_hot,guⁿmu,guⁿmu,ɡ ũ m u,,Hantgan2022,2948,,,,,0
BozoPondorinord-148_hot-1,4200,BozoPondorinord,148_hot,waa,waa,w aː,,Hantgan2022,2947,,,,,3361
BozoPondorinord-148_hot-2,4201,BozoPondorinord,148_hot,fuⁿteⁿniⁿ,fuⁿteⁿniⁿ,f ũ t ẽ n ĩ,,Hantgan2022,2949,,,,,0
BozoPondorisud-148_hot-1,4202,BozoPondorisud,148_hot,fuⁿteⁿniⁿ,fuⁿteⁿniⁿ,f ũ t ẽ n ĩ,,Hantgan2022,2949,,,,,0
BozoTieyaxo-148_hot-1,4203,BozoTieyaxo,148_hot,gulaⁿnaⁿ,gulaⁿnaⁿ,ɡ u l ã + n ã,,Hantgan2022,2952,,,,,0
BozoTiemaCewe-148_hot-1,4204,BozoTiemaCewe,148_hot,gura,gura,ɡ u r a,,Hantgan2022,2952,,,,,0
Soninke-148_hot-1,4205,Soninke,148_hot,táyè,táyè,t ⁵/a j ¹/e,,Hantgan2022,2950,,,,,0
BankanTey-148_hot-1,4206,BankanTey,148_hot,ɔ̂wⁿ,ɔ̂wⁿ,⁵¹/ɔ ∼/w̃,,Hantgan2022,993,,,,,0
PergeTegu-148_hot-1,4207,PergeTegu,148_hot,ɔ́w,ɔ́w,⁵/ɔ w,,Hantgan2022,993,,,,,0
YornoSo-148_hot-1,4208,YornoSo,148_hot,"nɔ́:, ɔ́gú",nɔ́:,n ɔː,,Hantgan2022,998,,,,,0
TommoSo-148_hot-1,4209,TommoSo,148_hot,"ɔ́gú, númɔ́",ɔ́gú,⁵/ɔ ɡ ⁵/u,,Hantgan2022,991,,,,,3359
DogulDom-148_hot-1,4210,DogulDom,148_hot,"ḿmɔ̀-ŋ̀, m̀ó",ḿmɔ̀-ŋ̀,m m ¹/ɔ + ŋ,,Hantgan2022,997,,,,,0
TebulUre-148_hot-1,4211,TebulUre,148_hot,ɔ́mɛ̀://ɔ́m-gɔ̀//ɔ́m-bɔ̀,ɔ́mɛ̀:,⁵/ɔ m ¹/ɛː,,Hantgan2022,995,,,,,0
YandaDom-148_hot-1,4212,YandaDom,148_hot,ɔ̀jú,ɔ̀jú,¹/ɔ dʒ ⁵/u,,Hantgan2022,999,,,,,0
Ampari-148_hot-1,4213,Ampari,148_hot,bàgà (bàgà gé),bàgà,b ¹/a ɡ ¹/a,,Hantgan2022,991,,,,,3359
Bunoge-148_hot-1,4214,Bunoge,148_hot,jùŋgà,jùŋgà,dʒ ¹/u ⁿɡ ¹/a,,Hantgan2022,991,,,,,3359
Penange-148_hot-1,4215,Penange,148_hot,nwá:gá,nwá:gá,n w ⁵/aː ɡ ⁵/a,,Hantgan2022,991,,,,,3359
Mombo-148_hot-1,4216,Mombo,148_hot,ná:gá,ná:gá,n ⁵/aː ɡ ⁵/a,,Hantgan2022,991,,,,,3359
BonduSo-148_hot-1,4217,BonduSo,148_hot,dwɛ̌yⁿ-yè,dwɛ̌yⁿ-yè,d w ¹⁵/ɛ ∼/j + j ¹/e,,Hantgan2022,994,,,,,0
Nanga-148_hot-1,4218,Nanga,148_hot,ɔ́gî,ɔ́gî,⁵/ɔ ɡ ⁵¹/i,,Hantgan2022,991,,,,,3359
TiranigeDiga-148_hot-1,4219,TiranigeDiga,148_hot,númá,númá,n ⁵/u m ⁵/a,,Hantgan2022,995,,,,,0
TogoKan-148_hot-1,4220,TogoKan,148_hot,nú:,nú:,n ⁵/uː,,Hantgan2022,998,,,,,0
ToroTegu-148_hot-1,4221,ToroTegu,148_hot,dɔ́,dɔ́,d ⁵/ɔ,,Hantgan2022,999,,,,,0
BonduSo-148_hot-2,4222,BonduSo,148_hot,dwɛ̌yⁿ-yè,dwɛ̌yⁿ-yè,d w ¹⁵/ɛ ∼/j + j ¹/e,,Hantgan2022,994,,,,,0
ToroTegu-149_hundred-1,4223,ToroTegu,149_hundred,"zǎŋ, zàŋú, zàŋgú",zǎŋ,z ¹⁵/a ŋ,,Hantgan2022,1003,,,,,0
BenTey-149_hundred-1,4224,BenTey,149_hundred,tɛ́:mɛ́dɛ́rɛ̀,tɛ́:mɛ́dɛ́rɛ̀,t ⁵/ɛː m ⁵/ɛ d ⁵/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
BankanTey-149_hundred-1,4225,BankanTey,149_hundred,"tɛ́:mbɛ̀ndɛ́rɛ̀, tɛ́:mɛ̀dɛ́rɛ̀",tɛ́:mbɛ̀ndɛ́rɛ̀,t ⁵/ɛː ⁿb ¹/ɛ ⁿd ⁵/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
Nanga-149_hundred-1,4226,Nanga,149_hundred,"tɛ́:mɛ́dérɛ̀, tɛ́:mdɛ́rɛ̀",tɛ́:mɛ́dérɛ̀,t ⁵/ɛː m ⁵/ɛ d ⁵/e r ¹/ɛ,,Hantgan2022,1001,,,,,3394
PergeTegu-149_hundred-1,4227,PergeTegu,149_hundred,tɛ́:mdɛ́rɛ̀,tɛ́:mdɛ́rɛ̀,t ⁵/ɛː ⁿd ⁵/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
Gourou-149_hundred-1,4228,Gourou,149_hundred,sùŋú,sùŋú,s ¹/u ŋ ⁵/u,,Hantgan2022,1002,,,,,3397
TogoKan-149_hundred-1,4229,TogoKan,149_hundred,tɛ́mdɛ́rɛ̀,tɛ́mdɛ́rɛ̀,t ⁵/ɛ ⁿd ⁵/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
YornoSo-149_hundred-1,4230,YornoSo,149_hundred,"sǔm, tɛ́mtɛ̀rɛ̀",sǔm,s ¹⁵/u m,,Hantgan2022,1003,,,,,0
TommoSo-149_hundred-1,4231,TommoSo,149_hundred,"tɛ́mìndɛ̀, kɛ̀ɛ̀súm lé pɛ̀ɛ̀-néé, súm",tɛ́mìndɛ̀,t ⁵/ɛ m ¹/i ⁿd ¹/ɛ,,Hantgan2022,1001,,,,,3394
DogulDom-149_hundred-1,4232,DogulDom,149_hundred,tɛ́:mdɛ̀rɛ̀,tɛ́:mdɛ̀rɛ̀,t ⁵/ɛː ⁿd ¹/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
YandaDom-149_hundred-1,4233,YandaDom,149_hundred,tɛ́mɛ̀dɛ̀rɛ̀,tɛ́mɛ̀dɛ̀rɛ̀,t ⁵/ɛ m ¹/ɛ d ¹/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
BonduSo-149_hundred-1,4234,BonduSo,149_hundred,"kɛ̀:sǔm má pɔ̌:nɔ̀y, tɛ́:mɛ̀ndɛ́rɛ̀",kɛ̀:sǔm_má_pɔ̌:nɔ̀y,k ¹/ɛː s ¹⁵/u m + m ⁵/a + p ¹⁵/ɔː n ¹/ɔ j,,Hantgan2022,1000,,,,,0
Bunoge-149_hundred-1,4235,Bunoge,149_hundred,tɛ̀:mɛ̀ndɛ́rɛ́,tɛ̀:mɛ̀ndɛ́rɛ́,t ¹/ɛː m ¹/ɛ ⁿd ⁵/ɛ r ⁵/ɛ,,Hantgan2022,1001,,,,,3394
DonnoSo-149_hundred-1,4236,DonnoSo,149_hundred,tɛ́mdɛ̀rɛ̀,tɛ́mdɛ̀rɛ̀,t ⁵/ɛ ⁿd ¹/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
Jamsay-149_hundred-1,4237,Jamsay,149_hundred,"sǔŋ, tɛ́:mdɛ́rɛ̀",sǔŋ,s ¹⁵/u ŋ,,Hantgan2022,1003,,,,,0
TiranigeDiga-149_hundred-1,4238,TiranigeDiga,149_hundred,tɛ̀:mdɛ̀rɛ́,tɛ̀:mdɛ̀rɛ́,t ¹/ɛː ⁿd ¹/ɛ r ⁵/ɛ,,Hantgan2022,1001,,,,,3394
Mombo-149_hundred-1,4239,Mombo,149_hundred,sìŋgì ndó pɛ́:nɛ́:ŋgà,sìŋgì_ndó_pɛ́:nɛ́:ŋgà,s ¹/i ⁿɡ ¹/i + ⁿd ⁵/o + p ⁵/ɛː n ⁵/ɛː + ⁿɡ ¹/a,,Hantgan2022,1005,,,,,0
Penange-149_hundred-1,4240,Penange,149_hundred,tɛ̀:mdɛ́rɛ̀,tɛ̀:mdɛ́rɛ̀,t ¹/ɛː ⁿd ⁵/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
Bangime-149_hundred-1,4241,Bangime,149_hundred,tɛ̀mɛ̀-dɛ́rɛ́,tɛ̀mɛ̀dɛ́rɛ́,t ¹/ɛ m ¹/ɛ d ⁵/ɛ r ⁵/ɛ,,Hantgan2022,2428,,,,,3394
Fulfulde-149_hundred-1,4242,Fulfulde,149_hundred,teemedere,teemedere,t eː m e d e r e,,Hantgan2022,111,,,,,3394
Jenaama-149_hundred-1,4243,Jenaama,149_hundred,tɛ̄ɛ̄mdɛ̄rɛ̀,tɛ̄ɛ̄mdɛ̄rɛ̀,t ³/ɛ: ⁿd ³/ɛ r ¹/ɛ,,Hantgan2022,2953,,,,,3394
TebulUre-149_hundred-1,4244,TebulUre,149_hundred,tɛ́:mdɛ̀rɛ̀,tɛ́:mdɛ̀rɛ̀,t ⁵/ɛː ⁿd ¹/ɛ r ¹/ɛ,,Hantgan2022,1001,,,,,3394
SonghaiSenni-149_hundred-1,4245,SonghaiSenni,149_hundred,zàŋgù,zàŋgù,z ¹/a ⁿɡ ¹/u,,Hantgan2022,3668,,,,,3397
DonnoSo-150_huntnoun-1,4246,DonnoSo,150_huntnoun,dànná,dànná,d ¹/a n n ⁵/a,,Hantgan2022,1007,,,,,0
Jamsay-150_huntnoun-1,4247,Jamsay,150_huntnoun,dàná,dàná,d ¹/a n ⁵/a,,Hantgan2022,1007,,,,,0
TiranigeDiga-150_huntnoun-1,4248,TiranigeDiga,150_huntnoun,tà:nì,tà:nì,t ¹/aː n ¹/i,,Hantgan2022,1007,,,,,0
Mombo-150_huntnoun-1,4249,Mombo,150_huntnoun,dà:nà ńkálúmá // dà:ná,dà:nà_ńkálúmá,d ¹/aː n ¹/a + ⁿk ⁵/a l ⁵/u m ⁵/a,,Hantgan2022,1010,,,,,0
Penange-150_huntnoun-1,4250,Penange,150_huntnoun,dà:nàmà,dà:nàmà,d ¹/aː n ¹/a m ¹/a,,Hantgan2022,1007,,,,,0
BankanTey-150_huntnoun-1,4251,BankanTey,150_huntnoun,àrⁿà-ósú,àrⁿà-ósú,¹/a ∼/r̃ ¹/a + ⁵/o s ⁵/u,,Hantgan2022,1006,,,,,56
BenTey-150_huntnoun-1,4252,BenTey,150_huntnoun,dǎnnà,dǎnnà,d ¹⁵/a n n ¹/a,,Hantgan2022,1007,,,,,0
Bunoge-150_huntnoun-1,4253,Bunoge,150_huntnoun,dà:nàmà,dà:nàmà,d ¹/aː n ¹/a m ¹/a,,Hantgan2022,1007,,,,,0
DonnoSo-150_huntnoun-2,4254,DonnoSo,150_huntnoun,dànná,dànná,d ¹/a n n ⁵/a,,Hantgan2022,1007,,,,,0
ToroTegu-150_huntnoun-1,4255,ToroTegu,150_huntnoun,dáná,dáná,d ⁵/a n ⁵/a,,Hantgan2022,1007,,,,,0
BonduSo-150_huntnoun-1,4256,BonduSo,150_huntnoun,tǎl,tǎl,t ¹⁵/a l,,Hantgan2022,1008,,,,,0
TebulUre-150_huntnoun-1,4257,TebulUre,150_huntnoun,dàndá,dàndá,d ¹/a ⁿd ⁵/a,,Hantgan2022,1011,,,,,0
YandaDom-150_huntnoun-1,4258,YandaDom,150_huntnoun,dàná,dàná,d ¹/a n ⁵/a,,Hantgan2022,1007,,,,,0
Nanga-150_huntnoun-1,4259,Nanga,150_huntnoun,àntá:rí,àntá:rí,¹/a ⁿt ⁵/aː r ⁵/i,,Hantgan2022,1011,,,,,0
TommoSo-150_huntnoun-1,4260,TommoSo,150_huntnoun,àn-tólú,àn-tólú,¹/a n + t ⁵/o l ⁵/u,,Hantgan2022,1008,,,,,0
YornoSo-150_huntnoun-1,4261,YornoSo,150_huntnoun,dánù,dánù,d ⁵/a n ¹/u,,Hantgan2022,1007,,,,,0
TogoKan-150_huntnoun-1,4262,TogoKan,150_huntnoun,sù:-sɔ̀,sù:-sɔ̀,s ¹/uː + s ¹/ɔ,,Hantgan2022,1012,,,,,56
PergeTegu-150_huntnoun-1,4263,PergeTegu,150_huntnoun,dǎnnɛ̀,dǎnnɛ̀,d ¹⁵/a n n ¹/ɛ,,Hantgan2022,1007,,,,,0
TomoKan-150_huntnoun-1,4264,TomoKan,150_huntnoun,dáná,dáná,d ⁵/a n ⁵/a,,Hantgan2022,1007,,,,,0
BozoKotya-150_huntnoun-1,4265,BozoKotya,150_huntnoun,doⁿso,doⁿso,d õ s o,,Hantgan2022,2954,,,,,56
BozoPondorinord-150_huntnoun-1,4266,BozoPondorinord,150_huntnoun,doⁿsoaⁿma,doⁿsoaⁿma,d õ s o ã m a,,Hantgan2022,2954,,,,,56
Bangime-150_huntnoun-1,4267,Bangime,150_huntnoun,sísɔ̀ɡɔ́-mɛ̀,sísɔ̀ɡɔ́-mɛ̀,s ⁵/i s ¹/ɔ ɡ ⁵/ɔ + m ¹/ɛ,,Hantgan2022,2429,,,,,0
Bambara-150_huntnoun-1,4268,Bambara,150_huntnoun,dò̰sòyá,dò̰sòyá,d ¹/õ s ¹/o j ⁵/a,,Hantgan2022,2954,,,,,56
Bambara-151_husband-1,4269,Bambara,151_husband,cɛ̀,cɛ̀,tʃ ¹/ɛ,,Hantgan2022,2955,,,,,0
BankanTey-151_husband-1,4270,BankanTey,151_husband,ɔ̀ŋgɔ̀rɔ̌-m,ɔ̀ŋgɔ̀rɔ̌-m,¹/ɔ ⁿɡ ¹/ɔ r ¹⁵/ɔ + m,,Hantgan2022,1013,,,,,3420
BenTey-151_husband-1,4271,BenTey,151_husband,ɔ̀ŋgɔ̀rɔ́,ɔ̀ŋgɔ̀rɔ́,¹/ɔ ⁿɡ ¹/ɔ r ⁵/ɔ,,Hantgan2022,1013,,,,,3420
Bunoge-151_husband-1,4272,Bunoge,151_husband,bàlà,bàlà,b ¹/a l ¹/a,,Hantgan2022,1016,,,,,3424
DogulDom-151_husband-1,4273,DogulDom,151_husband,ánà,ánà,⁵/a n ¹/a,,Hantgan2022,1015,,,,,3424
Gourou-151_husband-1,4274,Gourou,151_husband,àɣá,àɣá,¹/a ɣ ⁵/a,,Hantgan2022,1014,,,,,0
BonduSo-151_husband-1,4275,BonduSo,151_husband,nɔ̀gɔ̌:,nɔ̀gɔ̌:,n ¹/ɔ ɡ ¹⁵/ɔː,,Hantgan2022,1014,,,,,0
Nanga-151_husband-1,4276,Nanga,151_husband,lɔ̀gɔ̂,lɔ̀gɔ̂,l ¹/ɔ ɡ ⁵¹/ɔ,,Hantgan2022,1014,,,,,0
TebulUre-151_husband-1,4277,TebulUre,151_husband,ɔ̀ngɔ́,ɔ̀ngɔ́,¹/ɔ ⁿɡ ⁵/ɔ,,Hantgan2022,1014,,,,,0
TogoKan-151_husband-1,4278,TogoKan,151_husband,ɛ̀gɛ́,ɛ̀gɛ́,¹/ɛ ɡ ⁵/ɛ,,Hantgan2022,1014,,,,,0
TommoSo-151_husband-1,4279,TommoSo,151_husband,ígɛ́,ígɛ́,⁵/i ɡ ⁵/ɛ,,Hantgan2022,1014,,,,,0
ToroTegu-151_husband-1,4280,ToroTegu,151_husband,ɛ̀gá,ɛ̀gá,¹/ɛ ɡ ⁵/a,,Hantgan2022,1014,,,,,0
YandaDom-151_husband-1,4281,YandaDom,151_husband,nùŋɔ̀-n,nùŋɔ̀-n,n ¹/u ŋ ¹/ɔ + n,,Hantgan2022,1017,,,,,0
DonnoSo-151_husband-1,4282,DonnoSo,151_husband,ígɛ̀,ígɛ̀,⁵/i ɡ ¹/ɛ,,Hantgan2022,1014,,,,,0
Mombo-151_husband-1,4283,Mombo,151_husband,wálá,wálá,w ⁵/a l ⁵/a,,Hantgan2022,1016,,,,,0
Penange-151_husband-1,4284,Penange,151_husband,wàlà,wàlà,w ¹/a l ¹/a,,Hantgan2022,1016,,,,,0
TiranigeDiga-151_husband-1,4285,TiranigeDiga,151_husband,bànà_(man),bànà,b ¹/a n ¹/a,,Hantgan2022,1015,,,,,3424
Bangime-151_husband-1,4286,Bangime,151_husband,kàndè,kàndè,k ¹/a ⁿd ¹/e,,Hantgan2022,2430,,,,,3419
Fulfulde-151_husband-1,4287,Fulfulde,151_husband,gorko,gorko,ɡ o r k o,,Hantgan2022,112,,,,,3420
Jenaama-151_husband-1,4288,Jenaama,151_husband,kúwⁿɔ̄ (2),kúwⁿɔ̄,k ⁵/u + w̃ ³/ɔ,,Hantgan2022,2962,,,,,0
Jamsay-151_husband-1,4289,Jamsay,151_husband,àɣá,àɣá,¹/a ɣ ⁵/a,,Hantgan2022,1014,,,,,0
PergeTegu-151_husband-1,4290,PergeTegu,151_husband,ɛ̀gɛ́,ɛ̀gɛ́,¹/ɛ ɡ ⁵/ɛ,,Hantgan2022,1014,,,,,0
YornoSo-151_husband-1,4291,YornoSo,151_husband,ígɛ́,ígɛ́,⁵/i ɡ ⁵/ɛ,,Hantgan2022,1014,,,,,0
BozoDebo-151_husband-1,4292,BozoDebo,151_husband,kaigukepaⁿna,kaigukepaⁿna,k a i ɡ u + k e p ã n a,,Hantgan2022,2958,,,,,0
BozoHainyaxo-151_husband-1,4293,BozoHainyaxo,151_husband,suⁿnuⁿuⁿ,suⁿnuⁿuⁿ,s ũ n ũ:,,Hantgan2022,2959,,,,,3424
BozoKorondougounord-151_husband-1,4294,BozoKorondougounord,151_husband,sarafa,sarafa,s a r a f a,,Hantgan2022,2960,,,,,0
BozoKorondougousud-151_husband-1,4295,BozoKorondougousud,151_husband,kuɔⁿ,kuɔⁿ,k u ɔ̃,,Hantgan2022,2956,,,,,3419
BozoKotya-151_husband-1,4296,BozoKotya,151_husband,kɔⁿ,kɔⁿ,k ɔ̃,,Hantgan2022,2956,,,,,3419
BozoPondorinord-151_husband-1,4297,BozoPondorinord,151_husband,kuⁿɔⁿ,kuⁿɔⁿ,k ũ ɔ̃,,Hantgan2022,2956,,,,,3419
BozoPondorisud-151_husband-1,4298,BozoPondorisud,151_husband,pwɔⁿ,pwɔⁿ,p w ɔ̃,,Hantgan2022,2961,,,,,0
BozoTieyaxo-151_husband-1,4299,BozoTieyaxo,151_husband,kaⁿduu,kaⁿduu,k ã d uː,,Hantgan2022,2956,,,,,3419
BozoTiemaCewe-151_husband-1,4300,BozoTiemaCewe,151_husband,karuu,karuu,k a r uː,,Hantgan2022,2957,,,,,3420
Soninke-151_husband-1,4301,Soninke,151_husband,kììná,kììná,k ¹/i: n ⁵/a,,Hantgan2022,2959,,,,,3424
