ID	DOCULECT	CONCEPT	CONCEPT_FRENCH	FAMILY	SUBGROUP	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	STRATUM
6911	DogulDom	SAND		Dogon	South-Western_Dogon	sɔ̀nnɔ̀ ísìlè	sɔ̀nnɔ̀_ísìlè	s ¹/ɔ n n ¹/ɔ + ⁵/i s ¹/i l ¹/e	1653	3481 3486	0	
6912	DogulDom	SAND		Dogon	South-Western_Dogon	sòònnò ísílɛ́	sòònnò_ísílɛ́	s ¹/oː n n ¹/o + ⁵/i s ⁵/i l ⁵/ɛ	1653	3481 3486	0	
6913	TebulUre	SAND		Dogon	North-Western_Dogon	sɔ̀lmɔ́	sɔ̀l-mɔ́	s ¹/ɔ l + m ⁵/ɔ	1654	3479 3488	0	
6914	YandaDom	SAND		Dogon	North-Western_Dogon	sɔ̀nzɔ̀m	sɔ̀n-zɔ̀m	s ¹/ɔ n + z ¹/ɔ + m	1651	3481 3480 3491	5607	
6915	BonduSo	SAND		Dogon	North-Western_Dogon	sɔ̀ⁿnɛ́ndɛ̀	sɔ̀ⁿn-ɛ́ndɛ̀	s ɔ̃ n + ⁵/ɛ ⁿd ¹/ɛ	1650	3481 3482	0	
6916	Ampari	SAND		Dogon	South-Western_Dogon	só: bùgàrè	só:_bùgàrè	s ⁵/oː + b ¹/u ɡ ¹/a r ¹/e	1646	3474 3475	0	
6917	Bunoge	SAND		Dogon	South-Western_Dogon	só:njà	só:njà	s ⁵/oː ⁿdʒ ¹/a	1652	320	5611	
6918	DonnoSo	SAND		Dogon	South-Eastern_Dogon	sɔ̀lɔ̀mmɔ́	sɔ̀lɔ̀-mmɔ́	s ¹/ɔ l ¹/ɔ + m + m ⁵/ɔ	1654	3479 3487 3488	0	
6919	Jamsay	SAND		Dogon	North-Eastern_Dogon	sì-sɔ̌m, sù-sɔ̌m	sì-sɔ̌m	s ¹/i + s ¹⁵/ɔ + m	1651	3474 3480 3491	5607	
6920	TiranigeDiga	SAND		Dogon	South-Western_Dogon	síyɔ́wⁿ	síyɔ́wⁿ	s ⁵/i j ⁵/ɔ ∼/w̃	1655	3495	5626	
6921	Mombo	SAND		Dogon	South-Western_Dogon	sóyndà	sóyndà	s ⁵/o j + ⁿd ¹/a	1650	3492 3490	0	
6922	Penange	SAND		Dogon	South-Western_Dogon	sòyndà	sòyndà	s ¹/o j + ⁿd ¹/a	1650	3492 3490	0	
6923	SonghaiSenni	SAND		Songhai	Eastern_Songhai	dèy-sàs-ò	dèy-sàs-ò	d ¹/e j + s ¹/a s + ¹/o	3787	3476 3474 3494	5607	
6924	TogoKan	SAND		Dogon	South-Eastern_Dogon	sɔ̀ⁿsɔ̀nɔ́	sɔ̀ⁿsɔ̀nɔ́	s ¹/ɔ̃ + s ¹/ɔ n ⁵/ɔ	1651	3481	5607	
6925	Bambara	SAND		Mande	Western_Mande	cɛⁿcɛⁿ	cɛⁿcɛⁿ	tʃ ∼/ɛ + tʃ ∼/ɛ	3231	3476	0	
6926	Bangime	SAY		Isolate	Isolate	kéndé	kéndé	k ⁵/e ⁿd ⁵/e	2534	326	0	
6927	Fulfulde	SAY		Atlantic	North-Central_Atlantic	wiyde	wiyde	w i j d e	212	3500	0	
6928	SonghaiSenni	SAY		Songhai	Eastern_Songhai	nê	nê	n ⁵¹/e	3788	3495	5632	
6929	BozoKotya	SAY		Mande	Soninke-Bozo	si	si	s i	3239	3498	0	
6930	BozoKotya	SAY		Mande	Soninke-Bozo	ce	ce	tʃ e	3238	322	5634	
6931	BozoKotya	SAY		Mande	Soninke-Bozo	cɛwɛ	cɛwɛ	tʃ ɛ w ɛ	3238	322	5634	
6933	BozoKotya	SAY		Mande	Soninke-Bozo	se	se	s e	3239	3498	0	
6935	BozoPondorisud	SAY		Mande	Soninke-Bozo	sii	sii	s iː	3239	3498	5638	
6936	BozoPondorisud	SAY		Mande	Soninke-Bozo	se	se	s e	3239	3498	5638	
6937	BozoPondorisud	SAY		Mande	Soninke-Bozo	sei	sei	s e i	3239	3498	5638	
6938	BozoTiemaCewe	SAY		Mande	Soninke-Bozo	kó	kó	k ⁵/o	3237	3496	0	
6939	BozoTiemaCewe	SAY		Mande	Soninke-Bozo	kòní	kòní	k ¹/o n ⁵/i	3237	3496	0	
6940	BozoTiemaCewe	SAY		Mande	Soninke-Bozo	fɔ́	fɔ́	f ⁵/ɔ	3240	3503	0	
6941	BozoHainyaxo	SAY		Mande	Soninke-Bozo	kó	kó	k ⁵/o	3237	3496	0	
6942	Jamsay	SAY		Dogon	North-Eastern_Dogon	tègú tégé	tègú_tégé	t ¹/e ɡ ⁵/u + t ⁵/e ɡ ⁵/e	1661	3497 3501	0	
6943	Ampari	SAY		Dogon	South-Western_Dogon	nɛ́	nɛ́	n ⁵/ɛ	1657	327	5632	
6944	ToroTegu	SAY		Dogon	North-Eastern_Dogon	tégú	tégú	t ⁵/e ɡ ⁵/u	1658	3497	5634	
6945	Nanga	SAY		Dogon	North-Eastern_Dogon	tíŋí, dàmá	tíŋí	t ⁵/i ŋ ⁵/i	1658	3497	5634	
6946	TogoKan	SAY		Dogon	South-Eastern_Dogon	tíŋɛ́	tíŋɛ́	t ⁵/i ŋ ⁵/ɛ	1658	3497	5634	
6947	TommoSo	SAY		Dogon	South-Eastern_Dogon	sɔ́ɔ́	sɔ́ɔ́	s ⁵/ɔː	1659	3498	5638	
6948	DogulDom	SAY		Dogon	South-Western_Dogon	dàmé	dàmé	d ¹/a m ⁵/e	1658	3497	5634	
6949	TebulUre	SAY		Dogon	North-Western_Dogon	ɔ́r (ɔ́r-tì-)	ɔ́r	⁵/ɔ r	1662	3502	0	
6950	Bunoge	SAY		Dogon	South-Western_Dogon	tágè, tá:yè	tágè	t ⁵/a ɡ ¹/e	1658	3497	5634	
6951	DonnoSo	SAY		Dogon	South-Eastern_Dogon	sɔ́yy-ɛ̀:-	sɔ́yy-ɛ̀:	s ⁵/ɔ j + j ¹/ɛː	1660	3498 3499	0	
6952	TiranigeDiga	SAY		Dogon	South-Western_Dogon	dám(ú)	dám	d ⁵/a m	1658	3497	5634	
6953	Mombo	SAY		Dogon	South-Western_Dogon	dámí	dámí	d ⁵/a m ⁵/i	1658	3497	5634	
6954	Penange	SAY		Dogon	South-Western_Dogon	dám	dám	d ⁵/a m	1658	3497	5634	
6955	BankanTey	SAY		Dogon	North-Eastern_Dogon	té:	té:	t ⁵/eː	1658	3497	5634	
6956	BenTey	SAY		Dogon	North-Eastern_Dogon	tégé	tégé	t ⁵/e ɡ ⁵/e	1658	3497	5634	
6957	BonduSo	SAY		Dogon	North-Western_Dogon	dǎm	dǎm	d ¹⁵/a m	1658	3497	5634	
6958	PergeTegu	SAY		Dogon	North-Eastern_Dogon	tégé	tégé	t ⁵/e ɡ ⁵/e	1658	3497	5634	
6959	YandaDom	SAY		Dogon	North-Western_Dogon	dǎm	dǎm	d ¹⁵/a m	1658	3497	5634	
6960	YornoSo	SAY		Dogon	North-Western_Dogon	tégé	tégé	t ⁵/e ɡ ⁵/e	1658	3497	5634	
6961	BonduSo	SAY		Dogon	North-Western_Dogon	dám	dám	d ⁵/a m	1658	3497	5634	
6962	BankanTey	SCALE		Dogon	North-Eastern_Dogon	kòkòmbû:	kòkòmbû:	k ¹/o + k ¹/o + ⁿb ⁵¹/uː	1665	3504 3505 3506	5665	
6963	BenTey	SCALE		Dogon	North-Eastern_Dogon	cɛ̂:	cɛ̂:	tʃ ⁵¹/ɛː	1666	3504	0	
6964	Bunoge	SCALE		Dogon	South-Western_Dogon	kɛ̀jɛ̀lɛ̀	kɛ̀jɛ̀lɛ̀	k ¹/ɛ dʒ ¹/ɛ + l ¹/ɛ	1668	3507 3508	0	
6965	DogulDom	SCALE		Dogon	South-Western_Dogon	kòbùlúŋ	kòbùlúŋ	k ¹/o + b ¹/u l ⁵/u + ŋ	1669	3504 3509 3510	0	
6966	BonduSo	SCALE		Dogon	North-Western_Dogon	kògô:	kògô:	k ¹/o ɡ ⁵¹/oː	1667	3504	5668	
6967	Nanga	SCALE		Dogon	North-Eastern_Dogon	kɛ̂:	kɛ̂:	k ⁵¹/ɛː	1664	3504	5665	
6968	TebulUre	SCALE		Dogon	North-Western_Dogon	cɛ́bdɛ́	cɛ́bdɛ́	tʃ ⁵/ɛ b + d ⁵/ɛ	1671	3515 3516	0	
6969	TogoKan	SCALE		Dogon	South-Eastern_Dogon	kò-kǒ:	kò-kǒ:	k ¹/o + k ¹⁵/oː	1665	3504 3505	0	
6970	TommoSo	SCALE		Dogon	South-Eastern_Dogon	kɛ́bɛ́dɛ́	kɛ́bɛ́dɛ́	k ⁵/ɛ b ⁵/ɛ + d ⁵/ɛ	1670	3507 3516	0	
6971	YandaDom	SCALE		Dogon	North-Western_Dogon	cɛ́bzɛ́	cɛ́bzɛ́	tʃ ⁵/ɛ b + z ⁵/ɛ	1671	3519 3520	0	
6972	YornoSo	SCALE		Dogon	North-Western_Dogon	kòbìlì-ý	kòbìlì-ý	k ¹/o + b ¹/i l ¹/i + j	1669	3504 3509 3521	0	
6973	ToroTegu	SCALE		Dogon	North-Eastern_Dogon	kǒw, pómó	kǒw	k ¹⁵/o + w	1664	3504 3518	5665	
6974	Jamsay	SCALE		Dogon	North-Eastern_Dogon	kì-kǒw	kì-kǒw	k ¹/i + k ¹⁵/o + w	1665	3504 3505 3506	0	
6975	Mombo	SCALE		Dogon	South-Western_Dogon	gújù	gújù	ɡ ⁵/u dʒ ¹/u	1668	3507	0	
6976	Penange	SCALE		Dogon	South-Western_Dogon	kòmbòl-yè	kòmbòl-yè	k ¹/o ⁿb ¹/o l + j ¹/e	1670	3507 3514	0	
6977	TiranigeDiga	SCALE		Dogon	South-Western_Dogon	nɛ̀mɛ̀	nɛ̀mɛ̀	n ¹/ɛ m ¹/ɛ	1672	3517	0	
6979	PergeTegu	SCALE		Dogon	North-Eastern_Dogon	kɛ̂:	kɛ̂:	k ⁵¹/ɛː	1664	3504	5665	
6980	TomoKan	SCALE		Dogon	South-Eastern_Dogon	kú:	kú:	k ⁵/uː	1664	3504	5665	
6981	Bangime	SCALE		Isolate	Isolate	kūjɛ̀	kūjɛ̀	k ³/u j ¹/ɛ	2535	3503	5665	
6982	Fulfulde	SCALE		Atlantic	North-Central_Atlantic	hefere	hefe-re	h e f e + r e	213	3511 3512	0	
6983	Jenaama	SCALE		Mande	Soninke-Bozo	wógō (2)	wógō	w ⁵/o ɡ ³/o	3241	3513	5668	
6984	BenTey	SEE		Dogon	North-Eastern_Dogon	yǐ	yǐ	j ¹⁵/i	1678	3522	5708	
6985	BankanTey	SEE		Dogon	North-Eastern_Dogon	yí	yí	j ⁵/i	1678	3522	5708	
6986	Nanga	SEE		Dogon	North-Eastern_Dogon	yǐ:	yǐ:	j ¹⁵/iː	1678	3522	5708	
6987	PergeTegu	SEE		Dogon	North-Eastern_Dogon	yɛ̌:	yɛ̌:	j ¹⁵/ɛː	1678	3522	5708	
6988	YornoSo	SEE		Dogon	North-Western_Dogon	yé:	yé:	j ⁵/eː	1678	3522	5708	
6989	TommoSo	SEE		Dogon	South-Eastern_Dogon	yɛ̀	yɛ̀	j ¹/ɛ	1678	3522	5708	
6990	DogulDom	SEE		Dogon	South-Western_Dogon	wɛ̌:	wɛ̌:	w ¹⁵/ɛː	1674	3526	0	
6991	TebulUre	SEE		Dogon	North-Western_Dogon	yí (yí-bì- or yì-sɔ́-, neg yǎ-l)	yí	j ⁵/i	1678	3522	5708	
6992	BonduSo	SEE		Dogon	North-Western_Dogon	yɛ́	yɛ́	j ⁵/ɛ	1678	3522	5708	
6993	Ampari	SEE		Dogon	South-Western_Dogon	yô: (ywé, ywé:-rí)	yô:	j ⁵¹/oː	1678	3522	5708	
6994	TiranigeDiga	SEE		Dogon	South-Western_Dogon	bálí-yó	bálí-yó	b ⁵/a l ⁵/i + j ⁵/o	1673	3523 3522	5694	
6995	Penange	SEE		Dogon	South-Western_Dogon	málgè	málgè	m ⁵/a l + ɡ ¹/e	1676	3529 3523	0	
6996	Bangime	SEE		Isolate	Isolate	jāà	jāà	j ³¹/aː	2536	328	5708	
6997	Fulfulde	SEE		Atlantic	North-Central_Atlantic	yiyde	yiy-de	j i j + d e	214	3522 3527	0	
6998	Jenaama	SEE		Mande	Soninke-Bozo	ā-kày	ā-kày	³/a + k ¹/a j	3246	3528 3523	0	
6999	Mombo	SEE		Dogon	South-Western_Dogon	mályê:	mályê:	m ⁵/a l + j ⁵¹/eː	1676	3529 3522	0	
7000	TogoKan	SEE		Dogon	South-Eastern_Dogon	ɔ̌:	ɔ̌:	¹⁵/ɔː	1675	3530	0	
7001	ToroTegu	SEE		Dogon	North-Eastern_Dogon	wɔ́	wɔ́	w ⁵/ɔ	1674	3526	0	
7002	YandaDom	SEE		Dogon	North-Western_Dogon	wɔ́	wɔ́	w ⁵/ɔ	1674	3526	0	
7003	Jamsay	SEE		Dogon	North-Eastern_Dogon	ɛ̌:	ɛ̌:	¹⁵/ɛː	1675	3522	0	
7004	BozoHainyaxo	SEE		Mande	Soninke-Bozo	he	he	h e	3243	3524	0	
7005	BozoPondorinord	SEE		Mande	Soninke-Bozo	kai	kai	k a i	3242	3523	0	
7006	BozoTieyaxo	SEE		Mande	Soninke-Bozo	xali	xali	a l i	3245	3523	5694	
7007	BozoPondorisud	SEE		Mande	Soninke-Bozo	kai	kai	k a i	3242	3523	0	
7008	BozoKotya	SEE		Mande	Soninke-Bozo	kai	kai	k a i	3242	3523	0	
7009	BozoTiemaCewe	SEE		Mande	Soninke-Bozo	toⁿoⁿŋoⁿ	toⁿoⁿŋoⁿ	t õ: ŋ õ	3244	3525	0	
7010	BozoDebo	SEE		Mande	Soninke-Bozo	kai	kai	k a i	3242	3523	0	
7011	BozoKorondougounord	SEE		Mande	Soninke-Bozo	kai	kai	k a i	3242	3523	0	
7012	BozoKorondougousud	SEE		Mande	Soninke-Bozo	kai	kai	k a i	3242	3523	0	
7013	Bambara	SEE		Mande	Western_Mande	yé	yé	j ⁵/e	3249	3522	5708	
7014	Soninke	SEE		Mande	Soninke-Bozo	ŋàrí	ŋàrí	ŋ ¹/a r ⁵/i	3248	3523	0	
7015	Bambara	SEE		Mande	Western_Mande	ye	ye	j e	3249	3522	5708	
7016	ToroSo	SEE		Dogon	South-Eastern_Dogon	ìyè	ìyè	¹/i + j ¹/e	1678	3522	5708	
7018	BonduSo	SEE		Dogon	North-Western_Dogon	jí	jí	j ⁵/i	1678	3522	5708	
7019	SonghaiSenni	SELL		Songhai	Eastern_Songhai	né:rê	né:rê	n ⁵/eː r ⁵¹/e	3789	3543	5723	
7020	ToroTegu	SELL		Dogon	North-Eastern_Dogon	dɔ̀rú	dɔ̀rú	d ¹/ɔ r ⁵/u	1681	3536	5711	
7021	BenTey	SELL		Dogon	North-Eastern_Dogon	tíyɛ́	tíyɛ́	t ⁵/i j ⁵/ɛ	1681	3535	5711	
7022	Nanga	SELL		Dogon	North-Eastern_Dogon	túrɔ́	túrɔ́	t ⁵/u r ⁵/ɔ	1681	3536	5711	
7023	PergeTegu	SELL		Dogon	North-Eastern_Dogon	dɔ̀rⁿɔ́	dɔ̀rⁿɔ́	d ¹/ɔ ∼/r̃ ⁵/ɔ	1681	3536	5711	
7024	YornoSo	SELL		Dogon	North-Western_Dogon	dɔ̀rⁿɔ́-	dɔ̀rⁿɔ́	d ¹/ɔ ∼/r̃ ⁵/ɔ	1681	3536	5711	
7025	TommoSo	SELL		Dogon	South-Eastern_Dogon	dónú dɔ̀nɔ́	dónú_dɔ̀nɔ́	d ⁵/o n ⁵/u + d ¹/ɔ n ⁵/ɔ	1679	3536 3545	5709	
7026	TebulUre	SELL		Dogon	North-Western_Dogon	dòrⁿɔ́ (dòrⁿɔ́-tì-, dòrⁿà-lí-)	dòrⁿɔ́	d ¹/o ∼/r̃ ⁵/ɔ	1681	3536	5711	
7027	YandaDom	SELL		Dogon	North-Western_Dogon	dòrⁿɔ́	dòrⁿɔ́	d ¹/o ∼/r̃ ⁵/ɔ	1681	3536	5711	
7028	BonduSo	SELL		Dogon	North-Western_Dogon	túlɛ́	túlɛ́	t ⁵/u l ⁵/ɛ	1681	3536	5711	
7029	Bunoge	SELL		Dogon	South-Western_Dogon	só:-lè	só:lè	s ⁵/oː l ¹/e	1682	3537	86	
7030	DonnoSo	SELL		Dogon	South-Eastern_Dogon	dɔ̀nɔ́	dɔ̀nɔ́	d ¹/ɔ n ⁵/ɔ	1681	3536	5711	
7031	TiranigeDiga	SELL		Dogon	South-Western_Dogon	túlɔ́	túlɔ́	t ⁵/u l ⁵/ɔ	1681	3536	5711	
7032	Mombo	SELL		Dogon	South-Western_Dogon	só:lè	só:lè	s ⁵/oː l ¹/e	1682	3537	86	
7033	Penange	SELL		Dogon	South-Western_Dogon	sógú-lè	sógú-lè	s ⁵/o ɡ ⁵/u + l ¹/e	1683	3541 3542	86	
7034	Bangime	SELL		Isolate	Isolate	tūn-dò (1)	tūn-dò	t ³/u n + d ¹/o	2537	3533 3534	5709	
7035	Fulfulde	SELL		Atlantic	North-Central_Atlantic	sottude	sott-ude	s o t t + u d e	215	3538 3539	86	
7036	Jenaama	SELL		Mande	Soninke-Bozo	à-tōlō	à-tōlō	¹/a + t ³/o l ³/o	3252	3540 3536	5711	
7037	BankanTey	SELL		Dogon	North-Eastern_Dogon	tíyɛ́	tíyɛ́	t ⁵/i j ⁵/ɛ	1681	3535	5711	
7038	TogoKan	SELL		Dogon	South-Eastern_Dogon	dɔ̀rⁿɔ́	dɔ̀rⁿɔ́	d ¹/ɔ ∼/r̃ ⁵/ɔ	1681	3536	5711	
7039	Jamsay	SELL		Dogon	North-Eastern_Dogon	dɔ̀rⁿɔ́	dɔ̀rⁿɔ́	d ¹/ɔ ∼/r̃ ⁵/ɔ	1681	3536	5711	
7040	Soninke	SELL		Mande	Soninke-Bozo	gáágà	gáágà	ɡ ⁵/a: ɡ ¹/a	3254	3544	0	
7041	Bambara	SELL		Mande	Western_Mande	dádígí	dádígí	d ⁵/a + d ⁵/i ɡ ⁵/i	3250	3531 3532	0	
7042	Bambara	SELL		Mande	Western_Mande	fèéré	fèéré	f ¹⁵/eː r ⁵/e	3253	3546	5723	
7043	BozoDebo	SEND		Mande	Soninke-Bozo	kaⁿiⁿ	kaⁿiⁿ	k ã ĩ	3256	3549	0	
7044	BozoHainyaxo	SEND		Mande	Soninke-Bozo	hijɛⁿnɛⁿ	hijɛⁿnɛⁿ	h i dʒ ∼/ɛ n ∼/ɛ	3257	3550	0	
7045	BozoKorondougounord	SEND		Mande	Soninke-Bozo	kaⁿiⁿ	kaⁿiⁿ	k ã ĩ	3256	3549	0	
7046	BozoKorondougousud	SEND		Mande	Soninke-Bozo	kaⁿiⁿ	kaⁿiⁿ	k ã ĩ	3256	3549	0	
7047	BozoKotya	SEND		Mande	Soninke-Bozo	kaⁿiⁿ	kaⁿiⁿ	k ã ĩ	3256	3549	0	
7048	BozoPondorinord	SEND		Mande	Soninke-Bozo	kaⁿiⁿ	kaⁿiⁿ	k ã ĩ	3256	3549	0	
7049	BozoPondorisud	SEND		Mande	Soninke-Bozo	deⁿniⁿ	deⁿniⁿ	d ẽ n ĩ	3257	3550	0	
7050	BozoTieyaxo	SEND		Mande	Soninke-Bozo	xaⁿiⁿ	xaⁿiⁿ	x ã ĩ	3256	3549	0	
7051	BozoTiemaCewe	SEND		Mande	Soninke-Bozo	kaⁿiⁿ	kaⁿiⁿ	k ã ĩ	3256	3549	0	
7052	ToroTegu	SEND		Dogon	North-Eastern_Dogon	tíw	tíw	t ⁵/i w	1684	3547	5725	
7053	BenTey	SEND		Dogon	North-Eastern_Dogon	bà:rí	bà:rí	b ¹/aː r ⁵/i	1685	3548	0	
7054	BankanTey	SEND		Dogon	North-Eastern_Dogon	tí	tí	t ⁵/i	1684	3547	5725	
7055	Nanga	SEND		Dogon	North-Eastern_Dogon	bǎ:rí, bǎ:rí tíyí	bǎ:rí	b ¹⁵/aː r ⁵/i	1685	3548	0	
7056	PergeTegu	SEND		Dogon	North-Eastern_Dogon	tí:	tí:	t ⁵/iː	1684	3547	5725	
7057	TogoKan	SEND		Dogon	South-Eastern_Dogon	bǎ:rì, bǎ:rì tí	bǎ:rì	b ¹⁵/aː r ¹/i	1685	3548	0	
7058	YornoSo	SEND		Dogon	North-Western_Dogon	túy	túy	t ⁵/u j	1684	3547	5725	
7059	TommoSo	SEND		Dogon	South-Eastern_Dogon	túyó	túyó	t ⁵/u j ⁵/o	1684	3547	5725	
7060	DogulDom	SEND		Dogon	South-Western_Dogon	tìyɛ́	tìyɛ́	t ¹/i j ⁵/ɛ	1684	3547	5725	
7061	TebulUre	SEND		Dogon	North-Western_Dogon	tí (PerfNeg tìyà-lí-)	tí	t ⁵/i	1684	3547	5725	
7062	YandaDom	SEND		Dogon	North-Western_Dogon	tɔ́	tɔ́	t ⁵/ɔ	1684	3547	5725	
7063	Bunoge	SEND		Dogon	South-Western_Dogon	tí:wɛ̀	tí:wɛ̀	t ⁵/iː w ¹/ɛ	1684	3547	5725	
7064	DonnoSo	SEND		Dogon	South-Eastern_Dogon	tê:	tê:	t ⁵¹/eː	1684	3547	5725	
7065	Jamsay	SEND		Dogon	North-Eastern_Dogon	bà:rá tí:, tí:, bà:rá	bà:rá_tí:	b ¹/aː r ⁵/a + t ⁵/iː	1685	3548 3551	0	
7066	Mombo	SEND		Dogon	South-Western_Dogon	ɲáŋgúrè	ɲáŋgúrè	ɲ ⁵/a ⁿɡ ⁵/u + r ¹/e	1687	3552 3553	0	
7067	Penange	SEND		Dogon	South-Western_Dogon	ɲágúrè	ɲágúrè	ɲ ⁵/a ɡ ⁵/u + r ¹/e	1687	3552 3553	0	
7068	BonduSo	SEND		Dogon	North-Western_Dogon	tíyɛ́	tíyɛ́	t ⁵/i j ⁵/ɛ	1684	3547	5725	
7069	TiranigeDiga	SEND		Dogon	South-Western_Dogon	tíyɛ́	tíyɛ́	t ⁵/i j ⁵/ɛ	1684	3547	5725	
7070	Soninke	SEND		Mande	Soninke-Bozo	qíyí	qíyí	q ⁵/i j ⁵/i	3256	3549	0	
7071	Bambara	SEND		Mande	Western_Mande	cí	cí	tʃ ⁵/i	3255	329	5725	
7072	BonduSo	SEND		Dogon	North-Western_Dogon	tíyɛ̀	tíyɛ̀	t ⁵/i j ¹/ɛ	1684	3547	5725	
9632	Bangime	SEND		Isolate	Isolate	tūndò	tūndò	t ³/u n + d ¹/o	2905	330	5725	
7073	ToroTegu	SEVEN		Dogon	North-Eastern_Dogon	sóyⁿ	sóyⁿ	s ⁵/o + ∼/j	1689	3554 3555	0	
7074	BenTey	SEVEN		Dogon	North-Eastern_Dogon	súyⁿɔ̀yⁿ	súyⁿɔ̀yⁿ	s ⁵/u ∼/j ¹/ɔ + ∼/j	1688	3554 3555	0	
7075	BankanTey	SEVEN		Dogon	North-Eastern_Dogon	síyⁿɔ̀yⁿ	síyⁿɔ̀yⁿ	s ⁵/i ∼/j ¹/ɔ + ∼/j	1688	3554 3555	0	
7076	Nanga	SEVEN		Dogon	North-Eastern_Dogon	súyɛ̂	súyɛ̂	s ⁵/u + j ¹⁵/ɛ	1689	3554 3560	0	
7077	PergeTegu	SEVEN		Dogon	North-Eastern_Dogon	sûyⁿ	sûyⁿ	s ⁵¹/u + ∼/j	1689	3554 3555	0	
7078	TogoKan	SEVEN		Dogon	South-Eastern_Dogon	sɔ̂:	sɔ̂:	s ⁵¹/ɔː	1689	3554	0	
7079	YornoSo	SEVEN		Dogon	North-Western_Dogon	sɔ̂y	sɔ̂y	s ⁵¹/ɔ + j	1689	3554 3555	0	
7080	TommoSo	SEVEN		Dogon	South-Eastern_Dogon	sɔ́y	sɔ́y	s ⁵/ɔ + j	1689	3554 3555	0	
7081	DogulDom	SEVEN		Dogon	South-Western_Dogon	sɔ̂:y	sɔ̂:y	s ⁵¹/ɔː + j	1689	3554 3555	0	
7082	TebulUre	SEVEN		Dogon	North-Western_Dogon	sɔ́	sɔ́	s ⁵/ɔ	1689	3554	0	
7083	YandaDom	SEVEN		Dogon	North-Western_Dogon	swɛ́:, yè-swɛ́:	swɛ́:	s w ⁵/ɛː	1689	3554	0	
7084	BonduSo	SEVEN		Dogon	North-Western_Dogon	swɛ̂y	swɛ̂y	s w ¹⁵/ɛ + j	1689	3554 3555	0	
7085	Ampari	SEVEN		Dogon	South-Western_Dogon	sɔ́:y	sɔ́:y	s ⁵/ɔː + j	1689	3554 3555	0	
7086	Bunoge	SEVEN		Dogon	South-Western_Dogon	sɔ́:wⁿ	sɔ́:wⁿ	s ɔː ∼/w̃	1689	3554	0	
7087	Mombo	SEVEN		Dogon	South-Western_Dogon	sɔ́:lì	sɔ́:lì	s ɔː l ¹/i	1691	3554	0	
7088	Penange	SEVEN		Dogon	South-Western_Dogon	sɔ̀:lì, X-gè sɔ́:lì	sɔ̀:lì	s ¹/ɔː l ¹/i	1691	3554	0	
7089	Bangime	SEVEN		Isolate	Isolate	kííjè	kííjè	k ⁵/iː j ¹/e	2539	3557	5745	
7090	Fulfulde	SEVEN		Atlantic	North-Central_Atlantic	jeɗɗi	jeɗɗi	dʒ e ɗ ɗ i	216	3559	0	
7091	Jenaama	SEVEN		Mande	Soninke-Bozo	yìyènì	yìyènì	j ¹/i j ¹/e n ¹/i	3259	3558	0	
7092	TiranigeDiga	SEVEN		Dogon	South-Western_Dogon	sɔ́:y	sɔ́:y	s ⁵/ɔː + j	1689	3554 3555	0	
7093	Jamsay	SEVEN		Dogon	North-Eastern_Dogon	sûyⁿ	sûyⁿ	s ⁵¹/u + ∼/j	1689	3554 3555	0	
7094	BozoHainyaxo	SEVEN		Mande	Soninke-Bozo	jieⁿŋi	jieⁿŋi	dʒ ĩ ẽ ŋ i	3260	3558	0	
7095	BozoPondorinord	SEVEN		Mande	Soninke-Bozo	yiɛⁿni	yiɛⁿni	j ĩ ∼/ɛ n i	3259	3558	0	
7096	BozoTieyaxo	SEVEN		Mande	Soninke-Bozo	jeⁿni	jeⁿni	dʒ ẽ n i	3260	3558	0	
7097	BozoPondorisud	SEVEN		Mande	Soninke-Bozo	yiɛⁿni	yiɛⁿni	j ĩ ∼/ɛ n i	3259	3558	0	
7098	BozoKotya	SEVEN		Mande	Soninke-Bozo	jɛⁿɛⁿniⁿ	jɛⁿɛⁿniⁿ	dʒ ∼/ɛ: n ĩ	3260	3558	0	
7099	BozoTiemaCewe	SEVEN		Mande	Soninke-Bozo	diojɛⁿɛⁿni	diojɛⁿɛⁿni	d i o + dʒ ∼/ɛ: n i	3260	3558	0	
7100	BozoDebo	SEVEN		Mande	Soninke-Bozo	yiɛⁿniⁿ	yiɛⁿniⁿ	j ĩ ∼/ɛ n ĩ	3259	3558	0	
7101	BozoKorondougounord	SEVEN		Mande	Soninke-Bozo	yiɛⁿniⁿ	yiɛⁿniⁿ	j ĩ ∼/ɛ n ĩ	3259	3558	0	
7102	BozoKorondougousud	SEVEN		Mande	Soninke-Bozo	yɛⁿɛⁿniⁿ	yɛⁿɛⁿniⁿ	j ∼/ɛ: n ĩ	3259	3558	0	
7103	Soninke	SEVEN		Mande	Soninke-Bozo	ɲérú	ɲérú	ɲ ⁵/e r ⁵/u	3261	3562	0	
7104	Bambara	SEVEN		Mande	Western_Mande	wólóⁿwùlá	wólóⁿwùlá	w ⁵/o l ⁵/õ + w ¹/u l ⁵/a	3258	3556	0	
7105	SonghaiSenni	SEVEN		Songhai	Eastern_Songhai	ʔí:yê	ʔí:yê	ʔ ⁵/iː j ⁵¹/e	3790	3561	5745	
7106	ToroSo	SEVEN		Dogon	South-Eastern_Dogon	sɔ́y	sɔ́y	s ⁵/ɔ + j	1689	3554 3555	0	
