ID	DOCULECT	CONCEPT	CONCEPT_FRENCH	FAMILY	SUBGROUP	VALUE	FORM	TOKENS	COGID	COGIDS	BORID	STRATUM
5827	TogoKan	NINE		Dogon	South-Eastern_Dogon	tùwâ:	tùwâ:	t ¹/u w ⁵¹/aː	1389	2901	0	
5828	YornoSo	NINE		Dogon	North-Western_Dogon	tùwɔ́	tùwɔ́	t ¹/u w ⁵/ɔ	1389	2901	0	
5829	TommoSo	NINE		Dogon	South-Eastern_Dogon	túwwɔ́	túwwɔ́	t ⁵/u w w ⁵/ɔ	1389	2901	0	
5830	DogulDom	NINE		Dogon	South-Western_Dogon	tù:wá	tù:wá	t ¹/uː w ⁵/a	1389	2901	0	
5831	DogulDom	NINE		Dogon	South-Western_Dogon	tùùwɔ́	tùùwɔ́	t ¹/uː w ⁵/ɔ	1389	2901	0	
5832	TebulUre	NINE		Dogon	North-Western_Dogon	[gà-gárà]-bà	gà-gárà-bà	ɡ ¹/a + ɡ ⁵/a r ¹/a + b ¹/a	1391	267 2909 2910	0	
5833	YandaDom	NINE		Dogon	North-Western_Dogon	twâ:, yè-twâ:	twâ:	t w ⁵¹/aː	1389	2905	0	
5834	BonduSo	NINE		Dogon	North-Western_Dogon	twây	twây	t w ⁵¹/a + j	1389	2905	0	
5835	Ampari	NINE		Dogon	South-Western_Dogon	tó:wá	tó:wá	t ⁵/oː w ⁵/a	1389	2901	0	
5836	Bunoge	NINE		Dogon	South-Western_Dogon	tó:wà	tó:wà	t ⁵/oː w ¹/a	1389	2901	0	
5837	DonnoSo	NINE		Dogon	South-Eastern_Dogon	tù:gɔ́	tù:gɔ́	t ¹/uː ɡ ⁵/ɔ	1388	2901	4709	
5838	Penange	NINE		Dogon	South-Western_Dogon	tò:wà, X-gè tó:wà	tò:wà	t ¹/oː w ¹/a	1389	2901	0	
5839	Bangime	NINE		Isolate	Isolate	tɛ̀ɡɔ̀	tɛ̀ɡɔ̀	t ¹/ɛ ɡ ¹/ɔ	2489	267	4709	
5840	Fulfulde	NINE		Atlantic	North-Central_Atlantic	jeenay	jeenay	dʒ eː n a j	169	2901	0	
5841	Jenaama	NINE		Mande	Soninke-Bozo	kàpì	kàpì	k ¹/a p ¹/i	3124	2906	0	
5842	Jamsay	NINE		Dogon	North-Eastern_Dogon	lá:rúwà	lá:rúwà	l ⁵/aː r ⁵/u w ¹/a	1390	2907	0	
5843	Mombo	NINE		Dogon	South-Western_Dogon	tó:wà	tó:wà	t ⁵/oː w ¹/a	1389	2901	0	
5844	TiranigeDiga	NINE		Dogon	South-Western_Dogon	tó:wá	tó:wá	t ⁵/oː w ⁵/a	1389	2901	0	
5845	ToroSo	NINE		Dogon	South-Eastern_Dogon	túwɔ́	túwɔ́	t ⁵/u w ⁵/ɔ	1389	2901	0	
5846	ToroSo	NINE		Dogon	South-Eastern_Dogon	sɔ̂j	sɔ̂j	s ⁵¹/ɔ + j	1392	2913 2904	0	
5847	BonduSo	NINE		Dogon	North-Western_Dogon	tɔ̀ây	tɔ̀ây	t ¹/ɔ ⁵¹/a + j	1392	2901 2912	0	
5848	SonghaiSenni	NOBLE		Songhai	Eastern_Songhai	bòrkìn-ò	bòrkìn-ò	b ¹/o r k ¹/i n + ¹/o	3739	2928 2929	75	
5849	ToroTegu	NOBLE		Dogon	North-Eastern_Dogon	bɔ̀rcì-ní	bɔ̀rcì-ní	b ¹/ɔ r tʃ ¹/i + n ⁵/i	1399	2932 2931	75	
5850	BenTey	NOBLE		Dogon	North-Eastern_Dogon	bà:mà-yí-m	bà:mà-yí-m	b ¹/aː m ¹/a + j ⁵/i + m	1394	2916 2917 2918	0	
5851	BankanTey	NOBLE		Dogon	North-Eastern_Dogon	dímò-m	dímò-m	d ⁵/i m ¹/o + m	1393	2914 2915	4747	
5852	Nanga	NOBLE		Dogon	North-Eastern_Dogon	kɔ́:là, dímâ	kɔ́:là	k ɔː l ¹/a	1398	2927	0	
5853	PergeTegu	NOBLE		Dogon	North-Eastern_Dogon	ɔ̀gɔ̀-î:ⁿ	ɔ̀gɔ̀-î:ⁿ	¹/ɔ ɡ ¹/ɔ + ⁵¹/ĩ:	1397	2924 2915	0	
5854	Gourou	NOBLE		Dogon	North-Eastern_Dogon	ɔ̀ɣɔ̀ în	ɔ̀ɣɔ̀-în	¹/ɔ ɣ ¹/ɔ + ⁵¹/i + n	1397	2924 2915 2918	0	
5855	TommoSo	NOBLE		Dogon	South-Eastern_Dogon	ɔ́lɔ́-nɔ́	ɔ́lɔ́-nɔ́	⁵/ɔ l ⁵/ɔ + n ⁵/ɔ	1398	2930 2931	0	
5856	DogulDom	NOBLE		Dogon	South-Western_Dogon	dímò	dímò	d ⁵/i m ¹/o	1393	2914	4747	
5857	TebulUre	NOBLE		Dogon	North-Western_Dogon	ɲì dímɛ̀	ɲì-dímɛ̀	ɲ ¹/i + d ⁵/i m ¹/ɛ	1393	2919 2914	4747	
5858	YandaDom	NOBLE		Dogon	North-Western_Dogon	dímɛ̀	dímɛ̀	d ⁵/i m ¹/ɛ	1393	2914	4747	
5859	BonduSo	NOBLE		Dogon	North-Western_Dogon	nò: nálà	nò:-nálà	n ¹/oː + n ⁵/a l ¹/a	1395	2919 2920	0	
5860	DonnoSo	NOBLE		Dogon	South-Eastern_Dogon	ndè-sálà	ndè-sálà	ⁿd ¹/e + s ⁵/a l ¹/a	1396	2922 2923	0	
5861	TiranigeDiga	NOBLE		Dogon	South-Western_Dogon	ɔ̀:lá	ɔ̀:lá	¹/ɔː l ⁵/a	1398	2930	0	
5862	Fulfulde	NOBLE		Atlantic	North-Central_Atlantic	dimo	dimo	d i m o	170	2914	4747	
5863	Jamsay	NOBLE		Dogon	North-Eastern_Dogon	ɔ̀ɣɔ̀ în	ɔ̀ɣɔ̀ în	¹/ɔ ɣ ¹/ɔ + ⁵¹/i + n	1397	2924 2915 2918	0	
5864	Mombo	NOBLE		Dogon	South-Western_Dogon	dímò	dímò	d ⁵/i m ¹/o	1393	2914	4747	
5865	BozoKorondougounord	NOBLE		Mande	Soninke-Bozo	tubioⁿ	tubioⁿ	t u b i õ	3128	2921	0	
5866	Jenaama	NOBLE		Mande	Soninke-Bozo	hɔ̄ɔ̄rɔ̄wⁿ	hɔ̄ɔ̄rɔ̄wⁿ	h ³/ɔː r ³/ɔ + ∼/w̃	3127	2925 2926	4745	
5867	BonduSo	NOBLE		Dogon	North-Western_Dogon	nòː nálà	nòː nálà	n ¹/oː + n ⁵/a l ¹/a	1395	2919 2920	0	
5868	Bangime	NOBLE		Isolate	Isolate	hɔ̄ɔ̄rɔ̀	hɔ̄ɔ̄rɔ̀	h ³/ɔː r ɔ̀	2490	269	4745	
5869	Bambara	NOBLE		Mande	Western_Mande	hɔ́rɔ̰́	hɔ́rɔ̰́	h ⁵/ɔ r ∼¹/ɔ	3127	268	4745	
5870	Ampari	NOSE		Dogon	South-Western_Dogon	kìnì	kìnì	k ¹/i n ¹/i	1401	2933	76	
5871	BankanTey	NOSE		Dogon	North-Eastern_Dogon	círⁿè	círⁿè	tʃ ⁵/i ∼/r̃ ¹/e	1400	2933	0	
5872	BenTey	NOSE		Dogon	North-Eastern_Dogon	círⁿì	círⁿì	tʃ ⁵/i ∼/r̃ ¹/i	1400	2933	0	
5873	Bunoge	NOSE		Dogon	South-Western_Dogon	kìnà	kìnà	k ¹/i n ¹/a	1401	2936	76	
5874	DogulDom	NOSE		Dogon	South-Western_Dogon	kìnjɔ́:	kìnjɔ́:	k ¹/i ⁿdʒ ɔː	1401	2936	76	
5875	Gourou	NOSE		Dogon	North-Eastern_Dogon	kírⁿé	kírⁿé	k ⁵/i ∼/r̃ ⁵/e	1401	2933	76	
5876	BonduSo	NOSE		Dogon	North-Western_Dogon	kìnjâ:	kìnjâ:	k ¹/i ⁿdʒ ⁵¹/aː	1401	2936	76	
5877	Nanga	NOSE		Dogon	North-Eastern_Dogon	kírⁿê	kírⁿê	k ⁵/i ∼/r̃ ⁵¹/e	1401	2933	76	
5878	TebulUre	NOSE		Dogon	North-Western_Dogon	cíné	cíné	tʃ ⁵/i n ⁵/e	1400	2933	0	
5879	TommoSo	NOSE		Dogon	South-Eastern_Dogon	kínú	kínú	k ⁵/i n ⁵/u	1401	2933	76	
5880	ToroTegu	NOSE		Dogon	North-Eastern_Dogon	cìrⁿò-ká	cìrⁿò-ká	tʃ ¹/i ∼/r̃ ¹/o + k ⁵/a	1400	2933 2940	0	
5881	YandaDom	NOSE		Dogon	North-Western_Dogon	cìnzà	cìnzà	tʃ ¹/i n z ¹/a	1400	2941	0	
5882	YornoSo	NOSE		Dogon	North-Western_Dogon	kín	kín	k ⁵/i n	1401	2933	76	
5883	Jamsay	NOSE		Dogon	North-Eastern_Dogon	círⁿé	círⁿé	tʃ ⁵/i ∼/r̃ ⁵/e	1400	2933	0	
5884	Bangime	NOSE		Isolate	Isolate	sùmbì	sùmbì	s ¹/u ⁿb ¹/i	2491	2935	0	
5885	Fulfulde	NOSE		Atlantic	North-Central_Atlantic	hinere	hinere	h i n e r e	171	2937	76	
5886	Jenaama	NOSE		Mande	Soninke-Bozo	ɲīmīnà	ɲīmīnà	ɲ ³/i m ³/i n ¹/a	3129	2938	4766	
5887	SonghaiSenni	NOSE		Songhai	Eastern_Songhai	nì:nè	nì:nè	n ¹/iː n ¹/e	3740	270	4766	
5888	Mombo	NOSE		Dogon	South-Western_Dogon	kínjà	kínjà	k ⁵/i ⁿdʒ ¹/a	1401	2936	76	
5889	Penange	NOSE		Dogon	South-Western_Dogon	kìmjà	kìmjà	k ¹/i ⁿdʒ ¹/a	1401	2936	76	
5890	PergeTegu	NOSE		Dogon	North-Eastern_Dogon	kírⁿé	kírⁿé	k ⁵/i ∼/r̃ ⁵/e	1401	2933	76	
5891	TiranigeDiga	NOSE		Dogon	South-Western_Dogon	cínjɔ́	cínjɔ́	tʃ ⁵/i ⁿdʒ ⁵/ɔ	1401	2936	0	
5892	TogoKan	NOSE		Dogon	South-Eastern_Dogon	kírⁿí	kírⁿí	k ⁵/i ∼/r̃ ⁵/i	1401	2933	76	
5893	TomoKan	NOSE		Dogon	South-Eastern_Dogon	cìní	cìní	tʃ ¹/i n ⁵/i	1400	2933	0	
5894	Bambara	NOSE		Mande	Western_Mande	núⁿ	núⁿ	n ⁵/ũ	3129	2934	4766	
5895	BozoDebo	NOSE		Mande	Soninke-Bozo	muⁿuⁿ	muⁿuⁿ	m ũ:	3130	2934	0	
5896	BozoHainyaxo	NOSE		Mande	Soninke-Bozo	muⁿnuⁿ	muⁿnuⁿ	m ũ n ũ	3130	2934	0	
5897	BozoKorondougounord	NOSE		Mande	Soninke-Bozo	ɲɛⁿɛⁿmuⁿ	ɲɛⁿɛⁿmuⁿ	ɲ ∼/ɛ: m ũ	3129	2934	4766	
5898	BozoKorondougousud	NOSE		Mande	Soninke-Bozo	muⁿ	muⁿ	m ũ	3130	2934	0	
5899	BozoKotya	NOSE		Mande	Soninke-Bozo	muⁿuⁿ	muⁿuⁿ	m ũ:	3130	2934	0	
5900	BozoPondorinord	NOSE		Mande	Soninke-Bozo	muⁿ	muⁿ	m ũ	3130	2934	0	
5901	BozoPondorisud	NOSE		Mande	Soninke-Bozo	muⁿ	muⁿ	m ũ	3130	2934	0	
5902	BozoTieyaxo	NOSE		Mande	Soninke-Bozo	muⁿuⁿ	muⁿuⁿ	m ũ:	3130	2934	0	
5903	BozoTiemaCewe	NOSE		Mande	Soninke-Bozo	muⁿuⁿ	muⁿuⁿ	m ũ:	3130	2934	0	
5904	Soninke	NOSE		Mande	Soninke-Bozo	núxúnnè	núxúnnè	n ⁵/u x ⁵/u n n ¹/e	3131	2939	0	
5905	ToroSo	NOSE		Dogon	South-Eastern_Dogon	kírⁿú	kírⁿú	k ⁵/i ∼/r̃ ⁵/u	1401	2933	76	
5906	ToroSo	NOSE		Dogon	South-Eastern_Dogon	kíŋù	kíŋù	k ⁵/i ŋ ¹/u	1401	2933	76	
5907	BonduSo	NOSE		Dogon	North-Western_Dogon	kìnjáà	kìnjáà	k ¹/i ⁿdʒ ⁵¹/aː	1401	2936	76	
5908	ToroTegu	NOW		Dogon	North-Eastern_Dogon	nîŋ ~ níŋgì	nîŋ	n ⁵¹/i ŋ	1403	2952	0	
5909	BenTey	NOW		Dogon	North-Eastern_Dogon	núwⁿɔ̀yⁿ, nɛ́:	núwⁿɔ̀yⁿ	n ⁵/u ∼/w̃ ¹/ɔ + ∼/j	1403	2946 2945	0	
5910	BankanTey	NOW		Dogon	North-Eastern_Dogon	nɔ́ŋɔ̀yⁿ	nɔ́ŋɔ̀yⁿ	n ⁵/ɔ ŋ ¹/ɔ + ∼/j	1403	2944 2945	0	
5911	Nanga	NOW		Dogon	North-Eastern_Dogon	níŋèyⁿ	níŋèyⁿ	n ⁵/i ŋ ¹/e + ∼/j	1403	2944 2945	0	
5912	PergeTegu	NOW		Dogon	North-Eastern_Dogon	nîŋ	nîŋ	n ⁵¹/i ŋ	1403	2944	0	
5913	TogoKan	NOW		Dogon	South-Eastern_Dogon	kà:ná	kà:ná	k ¹/aː n ⁵/a	1406	2950	0	
5914	YornoSo	NOW		Dogon	North-Western_Dogon	kàná:	kàná:	k ¹/a n ⁵/aː	1406	2950	0	
5915	TommoSo	NOW		Dogon	South-Eastern_Dogon	nìmɛ́m, nɛ́ɛ́-kày	nìmɛ́m	n ¹/i m ⁵/ɛ + m	1407	2944 2945	0	
5916	TebulUre	NOW		Dogon	North-Western_Dogon	nân	nân	n ⁵¹/a n	1403	2944	0	
5917	YandaDom	NOW		Dogon	North-Western_Dogon	nìmɛ̂m, ní:, ní: gày	nìmɛ̂m	n ¹/i m ¹⁵/ɛ + m	1407	2944 2945	0	
5918	BonduSo	NOW		Dogon	North-Western_Dogon	sǎŋ, sǎn, sàŋgí	sǎŋ	s ¹⁵/a ŋ	1404	2947	4796	
5919	Bunoge	NOW		Dogon	South-Western_Dogon	másà	másà	m ⁵/a s ¹/a	1402	2942	4796	
5920	DonnoSo	NOW		Dogon	South-Eastern_Dogon	kàndɔ̌w, kàndɔ̀ ŋ̀gɔ́	kàndɔ̌w	k ¹/a ⁿd ¹⁵/ɔ w	1405	2948	0	
5921	Jamsay	NOW		Dogon	North-Eastern_Dogon	kà:ná, nɛ́yⁿ, nîm, nîŋ	kà:ná	k ¹/aː n ⁵/a	1406	2950	0	
5922	TiranigeDiga	NOW		Dogon	South-Western_Dogon	ájá	ájá	⁵/a dʒ ⁵/a	1405	2950	0	
5923	Mombo	NOW		Dogon	South-Western_Dogon	sízà // tó:	sízà	s ⁵/i z ¹/a	1402	2942	4796	
5924	Penange	NOW		Dogon	South-Western_Dogon	nsâ→	nsâ	n s ⁵¹/a	1404	2951	4796	
5925	Bangime	NOW		Isolate	Isolate	àɕɛ́ⁿ	àɕɛ́ⁿ	¹/a ɕ ⁵∼/ɛ	2492	272	0	
5926	Fulfulde	NOW		Atlantic	North-Central_Atlantic	jooni	jooni	dʒ oː n i	172	2949	0	
5927	Soninke	NOW		Mande	Soninke-Bozo	sá	sá	s ⁵/a	3133	2943	4796	
5928	SonghaiSenni	NOW		Songhai	Eastern_Songhai	sáŋ	sáŋ	s ⁵/a ŋ	3741	271	4796	
5929	Bambara	NOW		Mande	Western_Mande	sísǎ̰	sísǎ̰	s ⁵/i s ⁵¹/ã	3132	273	4796	
5930	ToroTegu	NURSE		Dogon	North-Eastern_Dogon	árú-m	árú-m	⁵/a r ⁵/u + m	1408	2954 2963	0	
5931	BenTey	NURSE		Dogon	North-Eastern_Dogon	árá-wú	árá-wú	⁵/a r ⁵/a + w ⁵/u	1408	2954 2955	0	
5932	BankanTey	NURSE		Dogon	North-Eastern_Dogon	árí-mí	árí-mí	⁵/a r ⁵/i + m ⁵/i	1408	2954 2955	0	
5933	Nanga	NURSE		Dogon	North-Eastern_Dogon	árá-mí	árá-mí	⁵/a r ⁵/a + m ⁵/i	1408	2954 2955	0	
5934	PergeTegu	NURSE		Dogon	North-Eastern_Dogon	árú-wá	árú-wá	⁵/a r ⁵/u + w ⁵/a	1408	2954 2955	0	
5935	TogoKan	NURSE		Dogon	South-Eastern_Dogon	árá-m̀	árá-m̀	⁵/a r ⁵/a + m	1408	2954 2956	0	
5936	YornoSo	NURSE		Dogon	North-Western_Dogon	árá-mɔ́-	árá-mɔ́	⁵/a r ⁵/a + m ⁵/ɔ	1408	2954 2955	0	
5937	TommoSo	NURSE		Dogon	South-Eastern_Dogon	árá-mɔ́	árá-mɔ́	⁵/a r ⁵/a + m ⁵/ɔ	1408	2954 2955	0	
5938	DogulDom	NURSE		Dogon	South-Western_Dogon	ár-mɛ̀	ár-mɛ̀	⁵/a r + m ¹/ɛ	1408	2954 2955	0	
5939	TebulUre	NURSE		Dogon	North-Western_Dogon	dǒ-m (dǒ-m-tì-)	dǒ-m	d ¹⁵/o + m	1410	2961 2956	0	
5940	YandaDom	NURSE		Dogon	North-Western_Dogon	ádú-mɔ́	ádú-mɔ́	⁵/a d ⁵/u + m ⁵/ɔ	1410	2954 2955	0	
5941	BonduSo	NURSE		Dogon	North-Western_Dogon	árá-m	árá-m	⁵/a r ⁵/a + m	1408	2954 2956	0	
5942	Bunoge	NURSE		Dogon	South-Western_Dogon	ʔárá-mì	ʔárá-mì	ʔ ⁵/a r ⁵/a + m ¹/i	1408	2954 2955	0	
5943	DonnoSo	NURSE		Dogon	South-Eastern_Dogon	árà-mà	árà-mà	⁵/a r ¹/a + m ¹/a	1408	2954 2955	0	
5944	Jamsay	NURSE		Dogon	North-Eastern_Dogon	árá-wá	árá-wá	⁵/a r ⁵/a + w ⁵/a	1408	2954 2955	0	
5945	TiranigeDiga	NURSE		Dogon	South-Western_Dogon	árá-m(ú)	árá-m	⁵/a r ⁵/a + m	1408	2954 2962	0	
5946	Mombo	NURSE		Dogon	South-Western_Dogon	árámì	árá-mì	⁵/a r ⁵/a + m ¹/i	1408	2954 2955	0	
5947	Penange	NURSE		Dogon	South-Western_Dogon	árá-mì (y-)	árá-mì	⁵/a r ⁵/a + m ¹/i	1408	2954 2955	0	
5948	SonghaiSenni	NURSE		Songhai	Eastern_Songhai	hínw-éyndí	hínw-éyndí	h ⁵/i n w + ⁵/e j ⁿd ⁵/i	3742	2959 2960	0	
5949	Bangime	NURSE		Isolate	Isolate	mɔ̀nʤɛ̀	mɔ̀nʤɛ̀	m ¹/ɔ n j ¹/ɛ	2493	2953	77	
5950	Fulfulde	NURSE		Atlantic	North-Central_Atlantic	muyninde	muy-ninde	m u j + n i ⁿd e	173	2957 2958	77	
5951	TomoKan	NURSE		Dogon	South-Eastern_Dogon	ʔàrà-mí	ʔàrà-mí	ʔ ¹/a r ¹/a + m ⁵/i	1408	2954 2955	0	
5952	BonduSo	NURSE		Dogon	North-Western_Dogon	árà-mì	árà-mì	⁵/a r ¹/a + m ¹/i	1408	2954 2955	0	
5953	BankanTey	OLD		Dogon	North-Eastern_Dogon	pɛ̌-m	pɛ̌-m	p ¹⁵/ɛ + m	1415	2966 2967	0	
5954	BenTey	OLD		Dogon	North-Eastern_Dogon	díyⁿà-m	díyⁿà-m	d ⁵/i ∼/j ¹/a + m	1412	2968 2967	0	
5955	Bunoge	OLD		Dogon	South-Western_Dogon	kɛ̀mnɔ̀	kɛ̀mnɔ̀	k ¹/ɛ m n ¹/ɔ	1414	2970	0	
5956	DogulDom	OLD		Dogon	South-Western_Dogon	pǎy	pǎy	p ¹⁵/a j	1415	2966	0	
5957	Gourou	OLD		Dogon	North-Eastern_Dogon	gǎ-n	gǎ-n	ɡ ¹⁵/a + n	1416	2970 2967	0	
5958	BonduSo	OLD		Dogon	North-Western_Dogon	kúlmá	kúlmá	k ⁵/u l m ⁵/a	1413	2969	0	
5959	Nanga	OLD		Dogon	North-Eastern_Dogon	pɛ̌:	pɛ̌:	p ¹⁵/ɛː	1415	2966	0	
5960	TogoKan	OLD		Dogon	South-Eastern_Dogon	pɛ̌ⁿ	pɛ̌ⁿ	p ∼/ɛ	1415	2966	0	
5961	TommoSo	OLD		Dogon	South-Eastern_Dogon	píááⁿ-dɛ̀	píááⁿ-dɛ̀	p ⁵/i ⁵∼/ãː + d ¹/ɛ	1411	2966 2965	0	
5962	ToroTegu	OLD		Dogon	North-Eastern_Dogon	pày-nú	pày-nú	p ¹/a + j + n ⁵/u	1415	2966 2973	0	
5963	YandaDom	OLD		Dogon	North-Western_Dogon	pɛ̀y	pɛ̀y	p ¹/ɛ + j	1415	2966	0	
5964	YornoSo	OLD		Dogon	North-Western_Dogon	pɛ̌y	pɛ̌y	p ¹⁵/ɛ + j	1415	2966	0	
5965	Mombo	OLD		Dogon	South-Western_Dogon	ká:nú	ká:nú	k ⁵/aː n ⁵/u	1414	2970	0	
5966	Penange	OLD		Dogon	South-Western_Dogon	ká:mnɔ́	ká:mnɔ́	k ⁵/aː m n ⁵/ɔ	1414	2970	0	
5967	TiranigeDiga	OLD		Dogon	South-Western_Dogon	báy	báy	b ⁵/a + j	1415	2966	0	
5968	Jamsay	OLD		Dogon	North-Eastern_Dogon	pɛ̌yⁿ	pɛ̌yⁿ	p ¹⁵/ɛ + ∼/j	1415	2966	0	
5969	PergeTegu	OLD		Dogon	North-Eastern_Dogon	gàrá-n	gàrá-n	ɡ ¹/a r ⁵/a + n	1416	2970 2967	0	
5970	TebulUre	OLD		Dogon	North-Western_Dogon	pɛ̌:	pɛ̌:	p ¹⁵/ɛː	1415	2966	0	
5971	Soninke	OLD		Mande	Soninke-Bozo	qìrìsê	qìrìsê	q ¹/i r ¹/i s ⁵¹/e	3136	2972	0	
5972	Bangime	OLD		Isolate	Isolate	sìjɛ̀-ndɛ̀	sìjɛ̀-ndɛ̀	s ¹/i j ¹/ɛ + ⁿd ¹/ɛ	2494	2964 4872	4826	
5973	Jenaama	OLD		Mande	Soninke-Bozo	sílē	sílē	s ⁵/i l ³/e	3135	2964	4826	
5974	SonghaiSenni	OLD		Songhai	Eastern_Songhai	zè:n-ò	zè:n-ò	z ¹/eː n + ¹/o	3743	274 2971	0	
5975	SonghaiKiini	OLD		Songhai	Eastern_Songhai	zɛ̀:n-ɔ̀	zɛ̀:n-ɔ̀	z ¹/ɛː n + ¹/ɔ	3743	274 2971	0	
5976	ToroTegu	OLD MAN		Dogon	North-Eastern_Dogon	àn pày-nú	àn_pày-nú	¹/a n + p ¹/a j + n ⁵/u	1420	2979 2977 2993	0	
5977	BenTey	OLD MAN		Dogon	North-Eastern_Dogon	àrⁿà pɛ̌-m	àrⁿà_pɛ̌-m	¹/a ∼/r̃ ¹/a + p ¹⁵/ɛ + m	1417	2976 2977 2978	0	
5978	Nanga	OLD MAN		Dogon	North-Eastern_Dogon	àrⁿà pɛ̌:	àrⁿà_pɛ̌:	¹/a ∼/r̃ ¹/a + p ¹⁵/ɛː	1417	2976 2977	0	
5979	TogoKan	OLD MAN		Dogon	South-Eastern_Dogon	àrⁿà gàrá, àrⁿà gàrà pɛ̌ⁿ, àn ná:	àrⁿà_gàrá	¹/a ∼/r̃ ¹/a + ɡ ¹/a r ⁵/a	1423	2976 2982	0	
5980	YornoSo	OLD MAN		Dogon	North-Western_Dogon	ày-nɛ̀ pɛ̌y-nɛ́	ày-nɛ̀_pɛ̌y-nɛ́	¹/a j + n ¹/ɛ + p ¹⁵/ɛ j + n ⁵/ɛ	1424	2979 2983 2977 2994	0	
5981	TommoSo	OLD MAN		Dogon	South-Eastern_Dogon	àn-nà pɛ̀ɛ̀-nɛ́	àn-nà_pɛ̀ɛ̀-nɛ́	¹/a n + n ¹/a + p ¹/ɛː + n ⁵/ɛ	1424	2979 2983 2986 2977	0	
5982	DogulDom	OLD MAN		Dogon	South-Western_Dogon	ànà pǎy	ànà_pǎy	¹/a n ¹/a + p ¹⁵/a j	1420	2976 2977	0	
5983	TebulUre	OLD MAN		Dogon	North-Western_Dogon	àrⁿà-pɛ̌:	àrⁿà-pɛ̌:	¹/a ∼/r̃ ¹/a + p ¹⁵/ɛː	1417	2976 2977	0	
5984	YandaDom	OLD MAN		Dogon	North-Western_Dogon	àn pɛ̀y	àn_pɛ̀y	¹/a n + p ¹/ɛ j	1420	2979 2977	0	
5985	BonduSo	OLD MAN		Dogon	North-Western_Dogon	ànè kúnjɛ́:	ànè_kúnjɛ́:	¹/a n ¹/e + k ⁵/u ⁿdʒ ⁵/ɛː	1418	2979 2980	0	
5986	Bunoge	OLD MAN		Dogon	South-Western_Dogon	nòló kɛ̀mnɔ̀	nòló_kɛ̀mnɔ̀	n ¹/o l ⁵/o + k ¹/ɛ m n ¹/ɔ	1419	2981 2982	0	
5987	Jamsay	OLD MAN		Dogon	North-Eastern_Dogon	à-n gǎ-n	à-n_gǎ-n	¹/a + n + ɡ ¹⁵/a + n	1422	2986 2987 2983 2988	0	
5988	DonnoSo	OLD MAN		Dogon	South-Eastern_Dogon	ànná:-nà	àn_ná:nà	¹/a n + n ⁵/aː n ¹/a	1421	2979 2983	0	
5989	TomoKan	OLD MAN		Dogon	South-Eastern_Dogon	ʔà:ⁿ gàrⁿàwⁿ	ʔà:ⁿ_gàrⁿàwⁿ	ʔ ∼/ãː + ɡ ¹/a ∼/r̃ ¹/a ∼/w̃	1423	2986 2976	0	
5990	TiranigeDiga	OLD MAN		Dogon	South-Western_Dogon	ndà-bànà kúnjú	ndà-bànà_kúnjú	ⁿd ¹/a + b ¹/a n ¹/a + k ⁵/u ⁿdʒ ⁵/u	1418	2986 2977 2980	0	
5991	Mombo	OLD MAN		Dogon	South-Western_Dogon	wàlà ká:nù	wàlà_ká:nù	w ¹/a l ¹/a + k ⁵/aː n ¹/u	1419	2976 2982	0	
5992	Penange	OLD MAN		Dogon	South-Western_Dogon	wàlà ká:mnɔ́	wàlà_ká:mnɔ́	w ¹/a l ¹/a + k ⁵/aː m n ⁵/ɔ	1419	2976 2982	0	
5993	Fulfulde	OLD MAN		Atlantic	North-Central_Atlantic	gorko mawnu	gorko_mawnu	ɡ o r k o + m a w n u	175	2984 2985	0	
5994	Jenaama	OLD MAN		Mande	Soninke-Bozo	kɛ̀ɛ̀gù sílē	kɛ̀ɛ̀gù_sílē	k ¹/ɛː ɡ ¹/u + s ⁵/i l ³/e	3137	2989 2990	0	
5995	BankanTey	OLD MAN		Dogon	North-Eastern_Dogon	àrⁿà pɛ̌-m	àrⁿà pɛ̌-m	¹/a ∼/r̃ ¹/a + p ¹⁵/ɛ + m	1417	2976 2977 2978	0	
5996	Bangime	OLD MAN		Isolate	Isolate	sìjɛ̀ndɛ̀	sìjɛ̀ndɛ̀	s ¹/i j ¹/ɛ + ⁿd ¹/ɛ	2495	2974 2975	0	
5997	SonghaiSenni	OLD MAN		Songhai	Eastern_Songhai	hàl-bé:r-ò	hàl-bé:r-ò	h ¹/a l + b ⁵/eː r + ¹/o	3744	2979 2991 2992	0	
5998	SonghaiSenni	OLD WOMAN		Songhai	Eastern_Songhai	wòy zé:n-ò	wòy_zé:n-ò	w ¹/o j + z ⁵/eː n + ¹/o	3745	3007 3008 3009	0	
5999	ToroTegu	OLD WOMAN		Dogon	North-Eastern_Dogon	yà-pày-nú	yà_pày-nú	j ¹/a + p ¹/a j + n ⁵/u	1425	2995 2996 3013	0	
6000	BenTey	OLD WOMAN		Dogon	North-Eastern_Dogon	yà pɛ̌-m	yà_pɛ̌-m	j ¹/a + p ¹⁵/ɛ + m	1425	2995 2996 2997	0	
6001	Nanga	OLD WOMAN		Dogon	North-Eastern_Dogon	yà: pɛ̌:	yà:_pɛ̌:	j ¹/aː + p ¹⁵/ɛː	1425	2995 2996	0	
6002	TogoKan	OLD WOMAN		Dogon	South-Eastern_Dogon	yɛ̀ ná:	yɛ̀_ná:	j ¹/ɛ + n ⁵/aː	1425	2995 3004	0	
